name,diameter,center_lon,center_lat,type,code
Hedin T,6.836610000000000,287.035415187423000,4.241741561417210,Satellite Feature,SF
Hedin V,10.499600000000000,286.148396871990000,5.293411960492720,Satellite Feature,SF
Hedin Z,10.224700000000000,280.993161007901000,1.911314464150590,Satellite Feature,SF
Heinsius A,19.534500000000000,342.387939603936000,-39.773376765541600,Satellite Feature,SF
Heinsius B,23.709400000000000,341.269740749161000,-40.005838964047500,Satellite Feature,SF
Heinsius C,22.423700000000000,342.049935606077000,-40.635609594086000,Satellite Feature,SF
Heinsius D,6.535600000000000,339.250690756567000,-38.817960924304300,Satellite Feature,SF
Heinsius E,16.760800000000000,340.415183920071000,-37.867428021813000,Satellite Feature,SF
Holetschek P,15.619800000000000,149.557090412658000,-29.976643188478600,Satellite Feature,SF
Hell J,5.189150000000000,353.125707343104000,-29.696542006108800,Satellite Feature,SF
Hell K,4.821990000000000,354.696677518298000,-34.093541449187200,Satellite Feature,SF
Hell L,5.332550000000000,355.284490706834000,-30.646577170320400,Satellite Feature,SF
Holden V,11.570000000000000,62.068777320584800,-18.574841252291100,Satellite Feature,SF
Holden W,11.530600000000000,60.019369960014900,-18.910435677347500,Satellite Feature,SF
Holetschek N,16.488700000000000,150.207082750846000,-30.247166370767700,Satellite Feature,SF
Reiner Q,2.878450000000000,309.076699958318000,1.376773244786320,Satellite Feature,SF
Heinsius K,4.886340000000000,341.402100106879000,-38.577945111851400,Satellite Feature,SF
Holetschek R,77.845700000000000,147.828427307358000,-29.128533799969300,Satellite Feature,SF
Heinsius P,35.519000000000000,346.257526685607000,-39.395668022829700,Satellite Feature,SF
Hommel V,13.383500000000000,33.645119244748700,-53.748467436960000,Satellite Feature,SF
Heinsius F,7.196730000000000,340.266660993215000,-40.545988362358800,Satellite Feature,SF
Heinsius G,10.089300000000000,345.385244197301000,-38.318361849398800,Satellite Feature,SF
Heinsius H,7.286020000000000,341.436928920128000,-37.511151525823700,Satellite Feature,SF
Heinsius J,7.899470000000000,339.546390454738000,-39.320992977223600,Satellite Feature,SF
Heinsius L,7.233600000000000,341.541715426468000,-41.254452685651600,Satellite Feature,SF
Heinsius M,12.445100000000000,344.603201746839000,-40.977467297653000,Satellite Feature,SF
Henderson Q,19.331700000000000,150.943878606685000,3.389854313715460,Satellite Feature,SF
Heinsius N,7.055790000000000,345.231551019308000,-37.353775890247000,Satellite Feature,SF
Helmholtz J,23.020400000000000,68.243281313737700,-64.879350110122200,Satellite Feature,SF
Hell T,4.015640000000000,352.960742514792000,-33.702857438437200,Satellite Feature,SF
Helmholtz M,24.310100000000000,51.365412566822500,-65.327369289144800,Satellite Feature,SF
Helmholtz N,13.533000000000000,50.197313331982000,-64.950434890541900,Satellite Feature,SF
Hell X,4.043550000000000,350.799335024005000,-31.959019563148400,Satellite Feature,SF
Helmholtz R,12.212400000000000,55.267712239178000,-63.775712646154600,Satellite Feature,SF
Helmholtz S,31.667800000000000,56.701115461025100,-64.408112181928300,Satellite Feature,SF
Helmholtz T,30.532500000000000,60.080697584565500,-65.800410139823400,Satellite Feature,SF
Henderson B,18.720800000000000,153.039080838569000,7.478852788634050,Satellite Feature,SF
Heinsius O,4.082710000000000,345.080976482252000,-38.835296579113100,Satellite Feature,SF
Heinsius Q,33.700800000000000,345.455297272960000,-39.888038119333300,Satellite Feature,SF
Heinsius R,4.561030000000000,339.209557784563000,-40.217758510411400,Satellite Feature,SF
Heinsius S,6.078500000000000,342.998646803244000,-39.656236807498600,Satellite Feature,SF
Hercules D,7.956050000000000,39.730186021357400,44.786878708714400,Satellite Feature,SF
Hercules F,13.242800000000000,41.745653280621300,50.312148740548400,Satellite Feature,SF
Hercules G,13.824300000000000,39.276321595708200,46.464556160739500,Satellite Feature,SF
Heinsius T,6.555350000000000,343.401803022362000,-39.764595493810000,Satellite Feature,SF
Heis A,5.854180000000000,328.071584911931000,32.732939250912000,Satellite Feature,SF
Heis D,7.670300000000000,328.887441676361000,31.657341854394400,Satellite Feature,SF
Helberg C,69.029200000000000,259.067996197384000,23.369528472036900,Satellite Feature,SF
Helberg H,29.231000000000000,258.678894391270000,21.804094396458100,Satellite Feature,SF
Hell M,9.677450000000000,355.234552394135000,-30.348815124458800,Satellite Feature,SF
Helicon B,5.452500000000000,338.697328722426000,37.949496506614500,Satellite Feature,SF
Helicon C,1.254790000000000,333.738971871751000,40.076809633386400,Satellite Feature,SF
Julius Caesar J,3.122450000000000,13.680455081178200,9.312348501905780,Satellite Feature,SF
Helicon E,2.690920000000000,335.823570330636000,40.488132588973400,Satellite Feature,SF
Helicon G,2.522540000000000,335.088462756940000,41.769770379661000,Satellite Feature,SF
Hell A,20.965900000000000,351.540936062244000,-33.912947538604800,Satellite Feature,SF
Hell B,21.550700000000000,354.199067540167000,-30.011791408032000,Satellite Feature,SF
Hell C,13.960200000000000,353.503391115096000,-34.109555246954500,Satellite Feature,SF
Hell E,9.324050000000000,353.790671050020000,-34.632726734463300,Satellite Feature,SF
Hell H,4.873730000000000,356.181883772204000,-31.730025061703500,Satellite Feature,SF
Henderson F,13.735600000000000,155.509203974859000,4.713484435376710,Satellite Feature,SF
Henderson G,47.571400000000000,155.701854327119000,3.696422877257190,Satellite Feature,SF
Hendrix M,20.594400000000000,200.485240057120000,-48.602962820630000,Satellite Feature,SF
Henry A,8.310640000000000,302.801810513740000,-24.423882695974900,Satellite Feature,SF
Holetschek Z,26.531800000000000,151.117902422881000,-26.312447292496100,Satellite Feature,SF
Hell N,3.454000000000000,354.997445317226000,-30.055912435579500,Satellite Feature,SF
Hommel A,44.799800000000000,33.969703874931400,-53.851490952741500,Satellite Feature,SF
Hommel B,33.021900000000000,36.937406153851100,-55.337911412169300,Satellite Feature,SF
Hell P,3.424010000000000,354.230548912059000,-32.539584139542700,Satellite Feature,SF
Hell R,3.022980000000000,353.435706489888000,-32.715870621011300,Satellite Feature,SF
Lagrange G,16.998800000000000,297.097968384040000,-28.528787874870300,Satellite Feature,SF
Hell S,3.734430000000000,353.731337971525000,-33.529828900851300,Satellite Feature,SF
Hercules H,5.969110000000000,41.041110524783000,51.325262747218100,Satellite Feature,SF
Reiner U,3.237790000000000,307.421589177718000,4.101960600389170,Satellite Feature,SF
Hercules J,7.855960000000000,36.441920237808700,44.123174059320600,Satellite Feature,SF
Hercules K,7.044790000000000,36.956694777589600,44.260331677482000,Satellite Feature,SF
Herigonius E,6.628520000000000,324.345666097166000,-13.822491459518100,Satellite Feature,SF
Herigonius F,5.231230000000000,324.957931954813000,-15.476300950997900,Satellite Feature,SF
Hermann F,4.986690000000000,304.390092560116000,1.295603655548820,Satellite Feature,SF
Julius Caesar P,36.133800000000000,14.151576913938400,11.174642991628300,Satellite Feature,SF
Julius Caesar Q,28.574800000000000,13.947378357198900,12.992654462477900,Satellite Feature,SF
Hermann H,4.226220000000000,298.069001947679000,0.872054021197097,Satellite Feature,SF
Kaiser A,19.529600000000000,7.276900711579430,-36.374693683452000,Satellite Feature,SF
Hell U,4.208360000000000,350.802041044119000,-33.402995944761300,Satellite Feature,SF
Hell V,7.159450000000000,351.169493923709000,-32.831523172518000,Satellite Feature,SF
Hell W,6.607370000000000,351.325028150240000,-32.562068983914700,Satellite Feature,SF
Helmholtz H,19.831200000000000,64.971063606297800,-64.531955288384700,Satellite Feature,SF
Helmholtz A,15.979400000000000,51.518766239838600,-64.497250119284400,Satellite Feature,SF
Helmholtz B,11.830000000000000,68.660154110341300,-67.877945412527700,Satellite Feature,SF
Henry D,6.778830000000000,300.787596327269000,-24.870057892748400,Satellite Feature,SF
Hermann K,2.727050000000000,301.639409740088000,2.428665361054090,Satellite Feature,SF
Henry J,5.893740000000000,304.394209432700000,-22.787301350751200,Satellite Feature,SF
Helmholtz D,44.587500000000000,54.091879554606200,-66.381478065210400,Satellite Feature,SF
Helmholtz F,49.999900000000000,60.548307788958400,-64.460292863502500,Satellite Feature,SF
Heraclides A,4.742380000000000,325.731492523667000,40.914904398003000,Satellite Feature,SF
Henry K,6.402220000000000,304.299712530590000,-23.224769819099900,Satellite Feature,SF
Heraclides E,3.948930000000000,327.235067929418000,43.011085419560100,Satellite Feature,SF
Henry L,6.478610000000000,302.445305674317000,-25.461840716573800,Satellite Feature,SF
Henry M,12.843300000000000,302.473585240022000,-25.766975435245000,Satellite Feature,SF
Henry N,8.771470000000000,301.542947867418000,-26.109978329718400,Satellite Feature,SF
Hommel M,7.291420000000000,27.445064331651200,-59.886123158128900,Satellite Feature,SF
Hommel N,13.507500000000000,28.855995765197400,-59.428908716705300,Satellite Feature,SF
Henry P,6.382880000000000,301.027292784536000,-25.702535047272900,Satellite Feature,SF
Henry Frères C,35.144900000000000,300.173394894656000,-24.625174433774800,Satellite Feature,SF
Henry Frères E,4.200390000000000,299.869869365981000,-24.607772324323000,Satellite Feature,SF
Henry Frères G,4.077890000000000,301.903978069613000,-22.855071815320500,Satellite Feature,SF
Hermann C,3.387500000000000,299.326543869916000,-0.158327083921603,Satellite Feature,SF
Henry Frères H,6.640900000000000,303.174239303384000,-22.306874168116600,Satellite Feature,SF
Henry Frères R,6.980300000000000,302.099773920789000,-21.524805608531600,Satellite Feature,SF
Henry Frères S,6.236950000000000,303.521749834740000,-20.495289977980100,Satellite Feature,SF
Heraclides F,3.013100000000000,326.277537020310000,38.559530128005000,Satellite Feature,SF
Henyey U,45.723700000000000,206.400894064406000,13.604285323172900,Satellite Feature,SF
Henyey V,24.266100000000000,205.604761543174000,14.127216290777000,Satellite Feature,SF
Hommel C,51.411400000000000,29.815294546782700,-54.908288476334400,Satellite Feature,SF
Hermann D,3.195500000000000,305.870282921952000,-2.318128835589600,Satellite Feature,SF
Hommel D,26.527500000000000,32.546566837435400,-55.927472517028800,Satellite Feature,SF
Heraclitus C,6.940430000000000,6.216864556193930,-48.891701847020100,Satellite Feature,SF
Heraclitus E,6.968360000000000,6.548836826763600,-49.736694072967200,Satellite Feature,SF
Heraclitus D,56.123600000000000,5.139836389252570,-50.506201805016200,Satellite Feature,SF
Hermann E,3.658600000000000,307.964097354436000,0.192935714976420,Satellite Feature,SF
Herigonius H,4.147040000000000,326.775526610099000,-17.123507684650000,Satellite Feature,SF
Herigonius K,3.066410000000000,323.535941292226000,-12.833346126294100,Satellite Feature,SF
Hermann A,4.077670000000000,301.728915044945000,0.404805667539975,Satellite Feature,SF
Hermann B,5.835030000000000,302.753419170953000,-0.332895009890930,Satellite Feature,SF
Hommel E,13.378300000000000,31.043684600035500,-59.098659121308900,Satellite Feature,SF
Hommel F,18.247700000000000,32.034990374054200,-58.586301577161500,Satellite Feature,SF
Hommel G,30.948900000000000,27.404310375948600,-58.107797176140000,Satellite Feature,SF
Hommel H,42.888600000000000,30.665447860166900,-52.553025442603400,Satellite Feature,SF
Hommel HA,10.426300000000000,30.546347119236800,-52.084902800921300,Satellite Feature,SF
Hommel J,17.629000000000000,27.878472619310800,-53.531387445889000,Satellite Feature,SF
Hermann J,3.846450000000000,302.471174498316000,2.603782523057040,Satellite Feature,SF
Hommel P,33.519300000000000,31.743389715030200,-56.979665942037500,Satellite Feature,SF
Hommel Q,28.182000000000000,38.305683365588600,-56.176279852210600,Satellite Feature,SF
Hommel R,10.492200000000000,32.665428139812400,-52.618037420462700,Satellite Feature,SF
Kaiser B,6.128240000000000,5.531081769319600,-36.637605640340100,Satellite Feature,SF
Kaiser C,12.067900000000000,9.634714383561890,-36.600332646807000,Satellite Feature,SF
Kaiser D,4.163610000000000,7.365401677995330,-37.076462980065900,Satellite Feature,SF
Kaiser E,5.420820000000000,7.142290921670810,-34.941402919973400,Satellite Feature,SF
Hermite A,19.862400000000000,308.978060761904000,87.940281671274200,Satellite Feature,SF
Herodotus A,9.976960000000000,307.863845667078000,21.523164127450600,Satellite Feature,SF
Herodotus B,5.638370000000000,304.526393651824000,22.567650053077700,Satellite Feature,SF
Herodotus C,4.680090000000000,304.949514978419000,21.938509372194800,Satellite Feature,SF
Herodotus G,3.514750000000000,309.670107143479000,24.676907595526500,Satellite Feature,SF
Lagrange H,10.613600000000000,293.701013924142000,-29.477706635031200,Satellite Feature,SF
Herodotus H,6.215800000000000,309.931271143080000,26.773251166450100,Satellite Feature,SF
Herodotus K,4.718800000000000,308.033823747049000,24.507108998184100,Satellite Feature,SF
Herodotus L,3.929710000000000,306.809028020510000,26.114863880032300,Satellite Feature,SF
Hommel K,14.858000000000000,26.945334125579200,-55.573196156058100,Satellite Feature,SF
Hommel L,17.276400000000000,27.866623795574300,-56.179688176706800,Satellite Feature,SF
Hirayama S,28.013000000000000,92.339525491174600,-6.469666877118310,Satellite Feature,SF
Hertzsprung D,48.285900000000000,233.804319385257000,3.431413813678690,Satellite Feature,SF
Herschel F,5.844480000000000,355.612910091230000,-5.789204468631680,Satellite Feature,SF
Hommel S,20.751200000000000,36.126297894485000,-56.751417900465000,Satellite Feature,SF
Herodotus R,3.941630000000000,306.050177506869000,27.368945384533500,Satellite Feature,SF
Herodotus S,4.095880000000000,306.565210193360000,27.681368306037300,Satellite Feature,SF
Herodotus T,5.029390000000000,306.194423144297000,27.882832153281900,Satellite Feature,SF
Herschel C,9.891770000000000,356.818707925050000,-5.010540401955890,Satellite Feature,SF
Herschel D,19.235700000000000,356.012936095961000,-5.320525573956320,Satellite Feature,SF
Herschel G,12.246900000000000,357.593665142912000,-6.497113026042310,Satellite Feature,SF
Herschel H,4.698940000000000,356.550139800464000,-6.305894246240280,Satellite Feature,SF
Herschel N,14.413400000000000,358.907328356025000,-5.221092287429990,Satellite Feature,SF
Hertzsprung K,27.335800000000000,231.523851596384000,-0.671854614463728,Satellite Feature,SF
Hertzsprung L,34.893800000000000,231.300295585241000,0.219363906891223,Satellite Feature,SF
Hertzsprung M,35.789400000000000,230.213182683678000,-7.546000454188030,Satellite Feature,SF
Hertzsprung P,22.415800000000000,229.759631749815000,-0.135868645055180,Satellite Feature,SF
Hertzsprung R,30.393700000000000,227.196282968853000,-0.271276726703740,Satellite Feature,SF
Hertzsprung S,48.895700000000000,226.596731031937000,0.448912135053773,Satellite Feature,SF
Ibn Firnas L,19.603900000000000,123.013700345902000,5.948870149257230,Satellite Feature,SF
Hertzsprung V,40.358100000000000,225.827587243572000,5.068925814902670,Satellite Feature,SF
Ibn Firnas E,40.360700000000000,125.570614632837000,7.206933525550120,Satellite Feature,SF
Icarus D,69.363600000000000,188.581084122963000,-4.552700976079480,Satellite Feature,SF
Icarus E,18.809700000000000,191.135254798728000,-5.302141424579810,Satellite Feature,SF
Icarus H,29.134400000000000,190.491810679951000,-7.934601227032300,Satellite Feature,SF
Icarus J,28.804600000000000,189.032587467071000,-7.431545810690950,Satellite Feature,SF
Icarus Q,39.508800000000000,183.713230709356000,-7.769801408564440,Satellite Feature,SF
Icarus V,36.607000000000000,183.962837643450000,-3.906229172794860,Satellite Feature,SF
Icarus X,44.661500000000000,184.320873731844000,-2.254233804906940,Satellite Feature,SF
Hesiodus B,9.880230000000000,342.456575910297000,-27.156134746115600,Satellite Feature,SF
Hesiodus D,4.578960000000000,343.571210948486000,-29.389468894754200,Satellite Feature,SF
Hesiodus E,3.160850000000000,344.647679019809000,-27.909803173245300,Satellite Feature,SF
Hesiodus X,23.902700000000000,343.722136990978000,-27.396125412774400,Satellite Feature,SF
Hesiodus Y,17.801700000000000,342.714074850926000,-28.324789677844300,Satellite Feature,SF
Hesiodus Z,3.783260000000000,340.486907303202000,-28.772981695107200,Satellite Feature,SF
Inghirami M,14.726700000000000,299.476989998679000,-45.501430802383100,Satellite Feature,SF
Hess M,25.183300000000000,173.417153862281000,-56.199831688249900,Satellite Feature,SF
Hess W,25.931300000000000,171.038614728371000,-52.785940760404500,Satellite Feature,SF
Hevelius J,13.131800000000000,290.101306296353000,0.804397138299664,Satellite Feature,SF
Hevelius K,5.672680000000000,289.916303669794000,1.583009984967690,Satellite Feature,SF
Heymans D,28.491200000000000,226.805816611965000,76.299722663895900,Satellite Feature,SF
Hess Z,81.099900000000000,173.705833020708000,-52.077622549057900,Satellite Feature,SF
Hevelius A,14.005500000000000,291.771377659193000,2.850587805757050,Satellite Feature,SF
Heymans F,52.984700000000000,225.696786741805000,74.640134096172500,Satellite Feature,SF
Heymans T,31.699800000000000,204.266932497874000,74.661318359860700,Satellite Feature,SF
Hilbert A,10.284500000000000,109.060269355314000,-16.177951040770200,Satellite Feature,SF
Hilbert L,32.594700000000000,109.111922538747000,-21.137734932765900,Satellite Feature,SF
Hilbert W,19.252000000000000,107.903273084039000,-17.323175037240600,Satellite Feature,SF
Hilbert E,48.730500000000000,112.287177014581000,-16.586303815922000,Satellite Feature,SF
Hilbert S,11.157000000000000,106.086211196664000,-18.309431851798600,Satellite Feature,SF
Hilbert G,47.113100000000000,114.195888942422000,-18.752556705147600,Satellite Feature,SF
Hilbert H,14.685200000000000,109.857345935152000,-18.431223154069100,Satellite Feature,SF
Hilbert Y,24.946700000000000,107.783441338923000,-15.850720486571100,Satellite Feature,SF
Hind C,6.745020000000000,7.444010829895130,-8.710490695799980,Satellite Feature,SF
Hirayama M,28.536000000000000,93.539961795791700,-9.264807310310650,Satellite Feature,SF
Hippalus D,22.422800000000000,327.896922104774000,-23.670909891510600,Satellite Feature,SF
Hipparchus B,4.413920000000000,1.727290040555380,-6.990038411914190,Satellite Feature,SF
Hipparchus C,16.514300000000000,8.209968203128980,-7.409475058265750,Satellite Feature,SF
Hipparchus D,4.222630000000000,2.098982195781700,-4.465188161424210,Satellite Feature,SF
Hipparchus E,3.935450000000000,2.228612385497580,-4.226162170458750,Satellite Feature,SF
Hipparchus F,8.911390000000000,2.465405320758940,-4.199339640037540,Satellite Feature,SF
Hipparchus G,13.676100000000000,7.401779885423130,-5.029771900090520,Satellite Feature,SF
Hommel O,6.008700000000000,28.249989526710300,-58.698493187128200,Satellite Feature,SF
Hipparchus H,3.839400000000000,2.277503416128740,-5.480335464441330,Satellite Feature,SF
Hipparchus J,13.793900000000000,3.197659078951460,-7.585290984720570,Satellite Feature,SF
Hipparchus L,12.649500000000000,9.000714246606150,-6.866487795411980,Satellite Feature,SF
Hipparchus N,5.482830000000000,4.984542064131570,-4.847423372112690,Satellite Feature,SF
Hipparchus P,5.015070000000000,2.702835540805170,-4.751253300158600,Satellite Feature,SF
Hipparchus U,7.732730000000000,3.547853813944870,-6.772411427151170,Satellite Feature,SF
Inghirami S,11.707900000000000,291.370179395116000,-49.256924851853000,Satellite Feature,SF
Inghirami T,10.097000000000000,292.034996598312000,-49.832693771529600,Satellite Feature,SF
Inghirami W,6.991150000000000,292.496145706774000,-44.448185309178500,Satellite Feature,SF
Innes S,33.468300000000000,117.422847399304000,27.528364913850300,Satellite Feature,SF
Hipparchus W,5.214940000000000,7.716645957647510,-5.079285025859290,Satellite Feature,SF
Hipparchus X,17.303600000000000,4.891669750448740,-5.851926971373920,Satellite Feature,SF
Hipparchus Z,5.639680000000000,9.059533961931840,-8.561895616533180,Satellite Feature,SF
Hippocrates Q,36.196800000000000,211.353835443336000,68.471841553713300,Satellite Feature,SF
Hirayama C,23.232100000000000,95.411309492348600,-4.179629243643840,Satellite Feature,SF
Hirayama F,35.210100000000000,97.116078331928400,-5.760947568847150,Satellite Feature,SF
Hirayama K,38.126500000000000,94.884155227360900,-8.262094729063210,Satellite Feature,SF
Hirayama L,23.086400000000000,94.355516204929700,-9.369650386288120,Satellite Feature,SF
Hirayama N,16.385500000000000,93.640404623900900,-7.150486315782820,Satellite Feature,SF
Hirayama Q,41.040200000000000,91.259724378251700,-7.946578893299290,Satellite Feature,SF
Hommel Z,4.171250000000000,30.508712935019800,-59.947307936342300,Satellite Feature,SF
Hooke D,18.732700000000000,55.805282684395800,40.692416223073300,Satellite Feature,SF
Isaev N,22.358600000000000,147.250329770277000,-18.676333128129800,Satellite Feature,SF
Horrebow D,4.342090000000000,321.180191156939000,57.960299587825300,Satellite Feature,SF
Horrebow A,24.655000000000000,319.478092994180000,59.222690247944600,Satellite Feature,SF
Horrebow B,11.896500000000000,317.060603323251000,58.729016509581700,Satellite Feature,SF
Horrebow C,4.690930000000000,323.981463982234000,56.963145026797000,Satellite Feature,SF
Innes Z,35.307300000000000,119.179162692182000,29.441770779767800,Satellite Feature,SF
Isidorus A,9.915170000000000,33.209572471560100,-8.062614762648770,Satellite Feature,SF
Isidorus B,29.514900000000000,32.986238612949300,-4.536214400731820,Satellite Feature,SF
Isidorus C,7.927040000000000,31.652635647516000,-4.796295400527090,Satellite Feature,SF
Hortensius A,9.483550000000000,329.245878084704000,4.368528673355620,Satellite Feature,SF
Isidorus D,14.950200000000000,34.075530012697500,-4.275110181025300,Satellite Feature,SF
Isidorus E,13.528200000000000,32.621412295957600,-5.391174026924540,Satellite Feature,SF
Hortensius B,6.191680000000000,330.495686920375000,5.264460944435830,Satellite Feature,SF
Isidorus F,17.183100000000000,34.192918555308000,-8.790508351767600,Satellite Feature,SF
Mee F,11.848300000000000,323.167014417600000,-43.369700412784700,Satellite Feature,SF
Horrocks M,4.823500000000000,7.615847603960640,-4.069789097836300,Satellite Feature,SF
Horrocks U,3.087270000000000,4.736954465880190,-3.186318323792460,Satellite Feature,SF
Idel'son L,28.038900000000000,118.563063666148000,-83.991924899991800,Satellite Feature,SF
Ideler A,10.689900000000000,21.933887535517700,-50.208157535131600,Satellite Feature,SF
Ideler B,9.670470000000000,22.353354007727700,-50.776710806232300,Satellite Feature,SF
Jules Verne Z,20.286100000000000,147.015451035415000,-32.554880425368800,Satellite Feature,SF
Julius Caesar A,13.750800000000000,14.451852743675600,7.660444284479110,Satellite Feature,SF
Hortensius C,6.326380000000000,333.269251913863000,5.932321148980050,Satellite Feature,SF
Hortensius D,7.064360000000000,327.623064184855000,5.401082262719930,Satellite Feature,SF
Houzeau P,15.230600000000000,234.849061168650000,-19.081418325283600,Satellite Feature,SF
Hortensius H,6.334070000000000,328.824743901753000,5.880959985732820,Satellite Feature,SF
Hortensius E,15.308400000000000,334.567926003369000,5.246557299832250,Satellite Feature,SF
Kies B,9.359620000000000,338.072173435388000,-28.774768670392300,Satellite Feature,SF
Kidinnu E,63.728200000000000,124.461094529942000,36.030701048228900,Satellite Feature,SF
Kies A,14.542700000000000,337.235562682015000,-28.360227425124800,Satellite Feature,SF
Kies C,4.697970000000000,333.828005100016000,-26.073302944274600,Satellite Feature,SF
Hortensius F,6.259080000000000,334.341419616910000,7.038885145867290,Satellite Feature,SF
Hortensius G,4.140990000000000,333.831421633004000,8.133350863902530,Satellite Feature,SF
Lavoisier T,18.568500000000000,283.379036820128000,36.500889361336600,Satellite Feature,SF
Houzeau Q,18.609800000000000,234.612163697974000,-18.604587423424100,Satellite Feature,SF
Hubble C,53.637100000000000,85.619100170284500,19.454268683470200,Satellite Feature,SF
Huggins A,9.620450000000000,357.732711364988000,-40.657873524482500,Satellite Feature,SF
Humboldt B,20.881300000000000,83.643780757117000,-30.828754474885200,Satellite Feature,SF
Humboldt N,14.493800000000000,80.645551128981800,-26.054045761560600,Satellite Feature,SF
Hume A,20.653100000000000,90.653440024353300,-3.836945022306690,Satellite Feature,SF
Hutton P,42.420600000000000,167.362449008925000,35.522159335487400,Satellite Feature,SF
Huygens A,5.882970000000000,358.081669848682000,19.771703728056600,Satellite Feature,SF
J. Herschel C,11.996400000000000,319.849612768963000,62.387637963665400,Satellite Feature,SF
Hutton W,22.259700000000000,166.706781368840000,38.924431717475400,Satellite Feature,SF
Hyginus A,7.691020000000000,5.664197721423660,6.321411499745600,Satellite Feature,SF
Hyginus E,3.784620000000000,8.521543682015130,8.754811837045880,Satellite Feature,SF
Korolev Y,19.010500000000000,201.549138682480000,-0.517271725896552,Satellite Feature,SF
Hyginus G,3.841630000000000,5.928354670250020,10.974712558321900,Satellite Feature,SF
Hyginus S,23.611300000000000,8.008446203815470,6.408714122931320,Satellite Feature,SF
Hyginus W,21.020200000000000,7.735606732448410,9.622704189090750,Satellite Feature,SF
Hyginus Z,23.181400000000000,9.439187769445560,8.036833905866140,Satellite Feature,SF
Hypatia A,15.063900000000000,22.217813243870500,-4.902547318579260,Satellite Feature,SF
Hypatia B,4.130650000000000,21.319391818511100,-4.685689381374300,Satellite Feature,SF
Hypatia C,14.785000000000000,20.760889378448800,-0.883934017627389,Satellite Feature,SF
Hypatia D,5.357030000000000,22.680789482308600,-3.154510006949950,Satellite Feature,SF
Hypatia F,8.238810000000000,21.473466310165100,-4.141597275581940,Satellite Feature,SF
Hypatia G,4.812250000000000,22.956363658788500,-2.682253237794390,Satellite Feature,SF
Jacobi B,12.952800000000000,13.935724652081900,-54.552983841359900,Satellite Feature,SF
Hypatia H,5.186770000000000,24.057832631351400,-4.482106868143160,Satellite Feature,SF
Hypatia M,28.532100000000000,23.412908072866800,-5.281346141848540,Satellite Feature,SF
Jansen K,5.634080000000000,29.668836636849500,11.501040536372700,Satellite Feature,SF
Ideler L,36.515600000000000,23.654610586093000,-49.333732687142300,Satellite Feature,SF
Ideler M,18.175300000000000,25.566935936670100,-49.004756451259000,Satellite Feature,SF
Jansen Y,3.041890000000000,28.559190049928900,13.397931005857800,Satellite Feature,SF
Ingalls G,47.556400000000000,209.487957034758000,25.649138607374100,Satellite Feature,SF
Ingalls V,24.150100000000000,204.628413813962000,27.151790294400500,Satellite Feature,SF
Ingalls M,28.113600000000000,206.802566914315000,23.732910951190500,Satellite Feature,SF
Ingalls U,25.707000000000000,203.607487006919000,26.975285096821400,Satellite Feature,SF
Ingalls Y,21.101500000000000,205.748946651040000,29.511725581635400,Satellite Feature,SF
Inghirami A,33.309700000000000,294.551942981253000,-44.922088561408700,Satellite Feature,SF
Inghirami C,17.466300000000000,285.410521981812000,-44.074931452840100,Satellite Feature,SF
Inghirami F,22.315900000000000,288.409870456486000,-49.838010281263600,Satellite Feature,SF
Inghirami G,29.184700000000000,285.709617229424000,-51.031899341047700,Satellite Feature,SF
Inghirami H,19.398900000000000,287.113330247021000,-50.168128337919000,Satellite Feature,SF
Inghirami K,24.253500000000000,285.946742561286000,-49.541669678449500,Satellite Feature,SF
Inghirami L,14.788100000000000,298.897919931502000,-45.954599447346300,Satellite Feature,SF
Inghirami N,14.241800000000000,293.069132203243000,-48.816666005049200,Satellite Feature,SF
Izsak T,13.038200000000000,115.236880909834000,-23.355104170171500,Satellite Feature,SF
Inghirami Q,44.025900000000000,286.984242155953000,-47.992392261907900,Satellite Feature,SF
Isidorus G,6.526940000000000,31.667333937337100,-6.418468019565940,Satellite Feature,SF
Isidorus H,6.741760000000000,32.633560437263200,-3.954258580476970,Satellite Feature,SF
Isidorus K,7.148630000000000,33.336018527598100,-8.924221099544420,Satellite Feature,SF
Jansen T,3.085800000000000,33.480504493699500,11.353815742589500,Satellite Feature,SF
Isidorus U,5.556730000000000,31.540052767378600,-7.954720577909450,Satellite Feature,SF
Isidorus W,3.981290000000000,32.374176689986600,-9.490889530578550,Satellite Feature,SF
J. Herschel B,7.418270000000000,321.004855282016000,60.008317348999600,Satellite Feature,SF
J. Herschel D,9.410870000000000,321.828224341946000,60.469685727616200,Satellite Feature,SF
J. Herschel F,18.882900000000000,324.495763120505000,58.871291185010300,Satellite Feature,SF
J. Herschel K,8.375510000000000,320.528295488985000,62.959188295754700,Satellite Feature,SF
J. Herschel L,7.448090000000000,319.784206707928000,61.006336892027100,Satellite Feature,SF
J. Herschel M,8.587430000000000,326.892854277608000,57.347245482316000,Satellite Feature,SF
J. Herschel N,6.933030000000000,326.956380616974000,60.145895066691400,Satellite Feature,SF
J. Herschel P,6.062470000000000,326.994729919701000,63.613715363802700,Satellite Feature,SF
J. Herschel R,8.734650000000000,329.303608200437000,62.592979509735900,Satellite Feature,SF
Jackson Q,13.174700000000000,194.847382624329000,20.827317185436200,Satellite Feature,SF
Jackson X,16.802400000000000,195.324752800603000,24.891669640856000,Satellite Feature,SF
