name,diameter,center_lon,center_lat,type,code
Tacchini,42.577100000000000,85.824465166726100,5.084298277232930,"Crater, craters",AA
Vitruvius,30.944300000000000,31.279680247588000,17.662693900801800,"Crater, craters",AA
Tacitus,39.805900000000000,18.949474858122300,-16.204945974045100,"Crater, craters",AA
Tacquet,6.427550000000000,19.202629773102600,16.641176859761200,"Crater, craters",AA
Von Zeipel,83.407800000000000,218.074570275128000,42.192410549802500,"Crater, craters",AA
Flamsteed T,23.095500000000000,308.276103771846000,-3.139997775679870,Satellite Feature,SF
Tamm,40.542900000000000,146.381621070557000,-4.320108288785410,"Crater, craters",AA
Tannerus,28.068200000000000,21.922035853716200,-56.437554077313300,"Crater, craters",AA
Teisserenc,62.308500000000000,223.724847523217000,31.962867543180200,"Crater, craters",AA
Tempel,43.190700000000000,11.857363225441200,3.761202976773650,"Crater, craters",AA
Ten Bruggencate,59.951100000000000,134.664852234376000,-9.576498197167260,"Crater, craters",AA
Viviani,26.944200000000000,117.151846946459000,5.162219527682360,"Crater, craters",AA
Tereshkova,31.331400000000000,143.843946995637000,28.210685299451300,"Crater, craters",AA
Tesla,41.149300000000000,124.725138300705000,38.364132946430700,"Crater, craters",AA
Thales,30.747100000000000,50.267456147109100,61.735148558350000,"Crater, craters",AA
Theaetetus,24.593100000000000,6.055404852496980,37.010612323300100,"Crater, craters",AA
Stratton Q,12.639700000000000,163.905662123741000,-6.205006803717790,Satellite Feature,SF
Thebit,54.637500000000000,355.984262806152000,-22.011143348027500,"Crater, craters",AA
Theiler,8.278960000000000,82.850008905412400,13.363155528141600,"Crater, craters",AA
Theon Junior,17.615000000000000,15.793034248500900,-2.409408213306690,"Crater, craters",AA
Theon Senior,18.018900000000000,15.419196577297800,-0.814312532313637,"Crater, craters",AA
Theophilus,98.591900000000000,26.284714972109700,-11.452445100609300,"Crater, craters",AA
Thiessen,66.391000000000000,190.495878980904000,74.857613172673000,"Crater, craters",AA
Brenner E,14.261100000000000,40.507353987135400,-38.967608266116100,Satellite Feature,SF
Thomson,117.253000000000000,166.041735329490000,-32.318284773955100,"Crater, craters",AA
Boss F,30.492000000000000,89.088624623394800,54.174761870606200,Satellite Feature,SF
Tikhov,83.965200000000000,172.293463453843000,61.662590581230900,"Crater, craters",AA
Alfraganus F,8.642370000000000,20.841667011233000,-3.536382252366960,Satellite Feature,SF
Warner,34.507900000000000,87.348380556172600,-3.981445491958380,"Crater, craters",AA
Tiling,38.230000000000000,226.888866575432000,-52.854915698432000,"Crater, craters",AA
Timiryazev,52.154900000000000,212.853289392819000,-5.086622744833770,"Crater, craters",AA
Titius,68.418800000000000,100.663395426977000,-26.747531025963500,"Crater, craters",AA
Titov,29.606400000000000,150.285200748322000,28.550516933946900,"Crater, craters",AA
Tolansky,13.027900000000000,344.017755727381000,-9.518561538773340,"Crater, craters",AA
Torricelli,30.868000000000000,28.403655119086700,-4.719663810063330,"Crater, craters",AA
Trouvelot,8.502990000000000,5.794683888220780,49.370815428700000,"Crater, craters",AA
Trumpler,76.167700000000000,167.135068228207000,29.326405552961100,"Crater, craters",AA
Tsander (Zander),159.945000000000000,210.306879218766000,5.393524061267210,"Crater, craters",AA
Tseraskiy (Ceraski),65.591600000000000,142.635494572579000,-48.659893743769500,"Crater, craters",AA
Tsiolkovskiy,184.389000000000000,128.971538905046000,-20.378888707088500,"Crater, craters",AA
Tyndall,20.943000000000000,117.644210452824000,-35.200945217776900,"Crater, craters",AA
Tsinger (Zinger),44.214900000000000,175.710039690489000,56.536270301659300,"Crater, craters",AA
Tsu Chung-Chi,28.531400000000000,145.159324105997000,17.164685889574200,"Crater, craters",AA
Tycho,85.293800000000000,348.784650841295000,-43.295805949147600,"Crater, craters",AA
Ukert,21.707000000000000,1.366009774577490,7.708361393146770,"Crater, craters",AA
Ulugh Beigh,57.038400000000000,278.043463128868000,32.668240601560800,"Crater, craters",AA
Urey,39.293900000000000,87.428602458551400,27.933502233358200,"Crater, craters",AA
Valier,65.060500000000000,174.264252030564000,6.654844555537390,"Crater, craters",AA
van Albada,22.924100000000000,64.354504794976700,9.360698166298330,"Crater, craters",AA
Van Biesbroeck,9.080900000000000,314.412760154518000,28.766352820399000,"Crater, craters",AA
Van den Bergh,43.415900000000000,200.791922636684000,30.909592176469500,"Crater, craters",AA
van den Bos,25.183400000000000,145.953654151189000,-5.260232194213060,"Crater, craters",AA
Van der Waals,113.366000000000000,119.980597628132000,-43.556448895306700,"Crater, craters",AA
Barocius K,13.557200000000000,19.628997557165800,-45.222173015071200,Satellite Feature,SF
Van Gent,44.372000000000000,160.270730393548000,15.421712879632000,"Crater, craters",AA
Albategnius J,5.967680000000000,6.191638233161370,-11.140980808170900,Satellite Feature,SF
Virchow,18.828400000000000,83.765808249579400,9.878853302462380,"Crater, craters",AA
Van Maanen,46.424800000000000,128.177580662809000,36.031934244049000,"Crater, craters",AA
van Rhijn,46.156600000000000,146.367816287074000,52.466825795834400,"Crater, craters",AA
Van Vleck,33.481500000000000,78.201478889733600,-1.773821791637010,"Crater, craters",AA
Van Wijk,31.060400000000000,119.056492708125000,-62.495537910434300,"Crater, craters",AA
van't Hoff,107.300000000000000,227.317752833998000,61.749323444401700,"Crater, craters",AA
Vasco da Gama,93.516500000000000,276.061381344332000,13.780720423854100,"Crater, craters",AA
Vashakidze,44.993300000000000,93.013727970889800,43.653305471227500,"Crater, craters",AA
Vega,73.506300000000000,63.265940972021800,-45.406085822772300,"Crater, craters",AA
Vernadskiy,91.969400000000000,130.425647828431000,23.113870038353100,"Crater, craters",AA
Vavilov,98.217100000000000,221.226917704892000,-0.870116479711767,"Crater, craters",AA
Agrippa F,5.346000000000000,11.369744643213700,4.301212490326380,Satellite Feature,SF
Vendelinus,141.211000000000000,61.545610603104200,-16.457630685262900,"Crater, craters",AA
Ariadaeus D,3.915780000000000,17.025242392061300,4.876821868834890,Satellite Feature,SF
Vening Meinesz,88.691900000000000,162.507822298468000,-0.101995670753575,"Crater, craters",AA
Very,4.654880000000000,25.348045942476200,25.622761336147400,"Crater, craters",AA
Ventris,100.736000000000000,157.966872436949000,-4.773649828261150,"Crater, craters",AA
Vera,2.266170000000000,316.287231654654000,26.327027880159200,"Crater, craters",AA
Vesalius,64.646200000000000,114.793620112292000,-3.231249311710780,"Crater, craters",AA
Vestine,97.808400000000000,93.678512301211700,33.870958873251900,"Crater, craters",AA
Vetchinkin,94.289900000000000,131.075074627142000,9.768502559843520,"Crater, craters",AA
Vil'ev,45.825500000000000,144.392353031545000,-5.756055480014080,"Crater, craters",AA
Vieta,87.161900000000000,303.473146020070000,-29.310631147251500,"Crater, craters",AA
Archimedes Y,2.201240000000000,350.502611188319000,29.970943096602800,Satellite Feature,SF
Vlacq,89.207500000000000,38.690223099730500,-53.389385060155400,"Crater, craters",AA
Ball F,11.378100000000000,351.510626127059000,-36.945871843678500,Satellite Feature,SF
Vogel,26.304600000000000,5.830683943555160,-15.107132022329500,"Crater, craters",AA
Volkov,40.841100000000000,131.665221134527000,-13.618927160922700,"Crater, craters",AA
Volta,117.147000000000000,275.234377536319000,53.900474078999200,"Crater, craters",AA
Amici R,34.768200000000000,184.678451067636000,-11.504100147652400,Satellite Feature,SF
Volterra,55.096300000000000,131.643241373556000,56.554065459172900,"Crater, craters",AA
Brenner F,13.718400000000000,37.031877858286500,-40.717621936259800,Satellite Feature,SF
von Behring,37.645800000000000,71.722246752263200,-7.749563582610110,"Crater, craters",AA
von Békésy,96.246600000000000,126.733896269972000,51.923037281564200,"Crater, craters",AA
Aitken G,6.047620000000000,173.994200821689000,-16.709819840967600,Satellite Feature,SF
von Braun,61.827700000000000,281.915526154391000,41.043115339440000,"Crater, craters",AA
Väisälä,8.123110000000000,312.102458513644000,25.902546116091200,"Crater, craters",AA
Von der Pahlen,53.886100000000000,226.990550243686000,-24.836130753830400,"Crater, craters",AA
Voskresenskiy,49.373500000000000,271.879876035197000,27.905860335088800,"Crater, craters",AA
Aitken N,7.146430000000000,172.738614222859000,-17.631107023933400,Satellite Feature,SF
Von Neumann,74.825900000000000,153.249407481798000,40.284589158358800,"Crater, craters",AA
Walker,32.937200000000000,198.078956208403000,-25.818951068657900,"Crater, craters",AA
Wan-Hoo (Van-Gu),53.279500000000000,221.093787933522000,-9.963239723252880,"Crater, craters",AA
Alfraganus G,5.737910000000000,21.232499427721000,-2.672072954503320,Satellite Feature,SF
Abenezra D,7.252310000000000,9.648878467842040,-21.758680632816500,Satellite Feature,SF
Waterman,74.908300000000000,128.176904606814000,-25.702098608171900,"Crater, craters",AA
Wargentin,84.688900000000000,299.561400463589000,-49.531302701656800,"Crater, craters",AA
Alfraganus K,2.945500000000000,19.537342536521300,-5.253905635716050,Satellite Feature,SF
Watts,15.550600000000000,46.307898188634000,8.844293183995490,"Crater, craters",AA
Wichmann,9.771620000000000,321.870317493646000,-7.535917083332620,"Crater, craters",AA
Watson,59.426700000000000,235.953129668300000,-62.592894249062800,"Crater, craters",AA
Webb,21.412200000000000,59.999311649559000,-0.981906461401656,"Crater, craters",AA
Watt,66.542900000000000,48.477269373563900,-49.597226269341100,"Crater, craters",AA
Weierstrass,31.321300000000000,77.147209499763400,-1.257989083877240,"Crater, craters",AA
Weber,43.945100000000000,236.206817378619000,50.061793620664400,"Crater, craters",AA
Hume Z,14.215200000000000,90.415965730290300,-3.608525823868760,Satellite Feature,SF
Wegener,95.781400000000000,246.189271409955000,45.205524239261400,"Crater, craters",AA
Weigel,34.846900000000000,320.663858820151000,-58.385038816589500,"Crater, craters",AA
Weinek,32.009900000000000,37.061431596209800,-27.565051686603300,"Crater, craters",AA
Weiss,66.555100000000000,340.412690884858000,-31.761837611849600,"Crater, craters",AA
Werner,70.590700000000000,3.292685803921150,-28.026273010682000,"Crater, craters",AA
Wexler,52.444100000000000,90.710620204944300,-68.884309358833100,"Crater, craters",AA
Almanon R,3.512560000000000,15.880774641398900,-18.174728000111300,Satellite Feature,SF
Weyl,122.822000000000000,239.465874452606000,15.969580020905200,"Crater, craters",AA
Whewell,13.045800000000000,13.733754009922800,4.160399072056200,"Crater, craters",AA
White,42.337700000000000,200.964604388151000,-44.795375846863100,"Crater, craters",AA
Widmannstätten,52.882500000000000,85.433506192220700,-6.092884089333030,"Crater, craters",AA
Wiechert,40.823000000000000,164.700965182329000,-84.033355984210600,"Crater, craters",AA
Wiener,113.388000000000000,146.513664208308000,40.902085645105900,"Crater, craters",AA
Wildt,12.308300000000000,75.827984185616500,9.024003068004290,"Crater, craters",AA
Wilhelm,100.827000000000000,339.059415050167000,-43.212685441474800,"Crater, craters",AA
Albategnius P,4.010480000000000,4.486912965577630,-13.016137684761300,Satellite Feature,SF
Wilkins,59.440000000000000,19.576747478463500,-29.580106675164500,"Crater, craters",AA
Fourier G,10.489200000000000,308.159890700210000,-29.397248857168900,Satellite Feature,SF
Williams,36.357500000000000,37.305600227290600,42.020306721459400,"Crater, craters",AA
Wilsing,66.796200000000000,204.945421006430000,-20.970620155120700,"Crater, craters",AA
Wilson,66.573100000000000,317.174351997862000,-69.328560207270600,"Crater, craters",AA
Winkler,22.849000000000000,181.191698095894000,42.228451448786400,"Crater, craters",AA
Winlock,63.929400000000000,254.075912989608000,35.397068384297900,"Crater, craters",AA
Winthrop,17.250600000000000,315.540044381209000,-10.760103244166600,"Crater, craters",AA
Wolf,25.745000000000000,343.374174492359000,-22.785645188937900,"Crater, craters",AA
Wollaston,9.643190000000000,313.020705523653000,30.599274421553800,"Crater, craters",AA
Woltjer,44.501900000000000,200.170364918158000,44.871737744283200,"Crater, craters",AA
Wright,40.165000000000000,273.256588722697000,-31.547854100199700,"Crater, craters",AA
Wood,84.152200000000000,238.174551873622000,43.662073126642800,"Crater, craters",AA
Alfraganus H,11.998500000000000,19.160055173178000,-4.363765283911760,Satellite Feature,SF
Wrottesley,58.383400000000000,56.619276629637200,-23.896431149961100,"Crater, craters",AA
Wróblewski,21.784600000000000,152.795455467119000,-24.002331351344200,"Crater, craters",AA
Wurzelbauer,86.768700000000000,343.943576110733000,-34.040871479431200,"Crater, craters",AA
Wöhler,28.071100000000000,31.353057956227100,-38.251844682352900,"Crater, craters",AA
Wyld,103.402000000000000,98.100935186404800,-1.416065887789670,"Crater, craters",AA
Yerkes,34.936900000000000,51.697477523772300,14.603937071545400,"Crater, craters",AA
Xenophanes,117.572000000000000,277.994149946235000,57.488896824581400,"Crater, craters",AA
Xenophon,25.501500000000000,122.049291691422000,-22.793703058747100,"Crater, craters",AA
Yablochkov,101.487000000000000,127.575761420470000,60.775786764017900,"Crater, craters",AA
Yakovkin,35.922000000000000,281.071184862658000,-54.418013437247800,"Crater, craters",AA
Yamamoto,77.459100000000000,161.870018384645000,58.159331123692300,"Crater, craters",AA
Yangel',7.872970000000000,4.687763528050240,16.956538845846500,"Crater, craters",AA
Young,71.444600000000000,50.976287077506200,-41.541885775465400,"Crater, craters",AA
Zagut,78.919000000000000,21.889325501854600,-31.941186333234500,"Crater, craters",AA
Zach,68.539300000000000,5.245450401974770,-60.918258224398700,"Crater, craters",AA
Zanstra,39.498500000000000,124.689701911778000,2.929888111815150,"Crater, craters",AA
Zelinskiy,53.952000000000000,166.863826209909000,-28.738514775313500,"Crater, craters",AA
Fra Mauro J,3.278800000000000,341.352022751456000,-2.617089495897390,Satellite Feature,SF
Zeno,66.776000000000000,72.982207953697400,45.148757243550400,"Crater, craters",AA
Anděl C,3.011400000000000,11.152590982413900,-9.009529796697970,Satellite Feature,SF
Agatharchides F,5.891640000000000,328.142645283884000,-20.257599970722500,Satellite Feature,SF
Zernike,50.675400000000000,168.401761508515000,18.337912816501900,"Crater, craters",AA
Abenezra G,4.924280000000000,11.001643003361800,-20.532653647011000,Satellite Feature,SF
Zhiritskiy,33.355300000000000,120.259058333209000,-24.838342256885500,"Crater, craters",AA
Zhukovskiy,82.072900000000000,192.723442690271000,7.551909837841530,"Crater, craters",AA
Zucchius,63.179500000000000,309.351622261903000,-61.382222002343900,"Crater, craters",AA
Zsigmondy,66.884300000000000,254.700946273393000,59.515090111433700,"Crater, craters",AA
Abenezra J,4.257850000000000,10.686296302785800,-19.917339203541100,Satellite Feature,SF
Zupus,35.292400000000000,307.625689972381000,-17.178263369547000,"Crater, craters",AA
Zähringer,11.188500000000000,40.213740399719000,5.509933446347770,"Crater, craters",AA
Maunder A,15.484700000000000,269.379142102124000,-3.284611980381610,Satellite Feature,SF
Zwicky,126.063000000000000,167.644257361276000,-16.174642534354800,"Crater, craters",AA
Zöllner,47.694300000000000,18.899276265794100,-7.966753246403920,"Crater, craters",AA
Šafařík,31.421200000000000,176.703804947068000,10.439029321546300,"Crater, craters",AA
Abbe H,25.126800000000000,177.584132626265000,-58.444933549309200,Satellite Feature,SF
Abbe K,26.104400000000000,176.857880741037000,-59.815855736000100,Satellite Feature,SF
Abbe M,28.614300000000000,175.239368910854000,-61.746193095272000,Satellite Feature,SF
Abel A,27.833400000000000,85.797304902222600,-36.314113422554400,Satellite Feature,SF
Abel B,41.545900000000000,82.595423913783500,-36.720238742457400,Satellite Feature,SF
Abel C,36.842700000000000,81.409385457514300,-36.127320068201700,Satellite Feature,SF
Abel D,27.897200000000000,86.454329202310500,-37.671636396230100,Satellite Feature,SF
Abel E,13.998000000000000,84.435410764830900,-37.535443442620000,Satellite Feature,SF
Abel J,18.757900000000000,79.871350079171000,-36.202726533329900,Satellite Feature,SF
Abel K,9.944310000000000,77.457634798207200,-34.691545372029600,Satellite Feature,SF
Abel L,54.129700000000000,82.394591480566300,-34.552536212504100,Satellite Feature,SF
Abenezra A,22.188700000000000,10.442277482553500,-22.791537886539100,Satellite Feature,SF
Abel M,91.005900000000000,83.521793116091500,-32.376317338738300,Satellite Feature,SF
Alfraganus M,3.156680000000000,19.564305563945400,-5.657122524382660,Satellite Feature,SF
Abenezra B,13.766500000000000,10.062466545046100,-20.817776752366700,Satellite Feature,SF
Abenezra C,43.692400000000000,11.090605691709600,-21.366641955979800,Satellite Feature,SF
Abenezra E,14.105700000000000,9.404442779112350,-21.463641978899200,Satellite Feature,SF
Abenezra F,6.304660000000000,10.336472496956500,-21.580041502916900,Satellite Feature,SF
Almanon B,23.595600000000000,15.261310776076400,-18.334345652062000,Satellite Feature,SF
Almanon C,15.616800000000000,15.979827953741800,-16.163118385471400,Satellite Feature,SF
Anaximander S,7.208510000000000,306.402224872833000,68.354703224553200,Satellite Feature,SF
Anaximander T,7.011410000000000,307.729260822415000,67.296532190091300,Satellite Feature,SF
Anaximander U,7.543400000000000,311.498939969100000,64.138143648726400,Satellite Feature,SF
Anaximenes B,8.342080000000000,321.937464358360000,68.939395791390900,Satellite Feature,SF
Abenezra H,4.724320000000000,12.711030415518400,-21.086496769624900,Satellite Feature,SF
Abenezra P,39.268600000000000,9.849644197531640,-20.016178686749100,Satellite Feature,SF
Abul Wáfa A,14.978900000000000,116.859354790031000,1.397129941481820,Satellite Feature,SF
Abul Wáfa Q,31.036300000000000,115.883659180125000,0.143679262780859,Satellite Feature,SF
Abulfeda A,13.257800000000000,10.753325585263200,-16.430251474065700,Satellite Feature,SF
Abulfeda B,15.491700000000000,16.370478829607000,-14.507184846608000,Satellite Feature,SF
Hermann S,3.904670000000000,304.391273975819000,0.944884736323745,Satellite Feature,SF
Abulfeda C,16.425700000000000,10.828978211009200,-12.792966074755700,Satellite Feature,SF
Abulfeda D,19.681300000000000,9.461219590067210,-13.247420707008900,Satellite Feature,SF
Abulfeda E,5.553330000000000,10.136151272173200,-16.761312486626200,Satellite Feature,SF
Abulfeda F,17.473000000000000,13.065947983837800,-16.186155098596400,Satellite Feature,SF
Aliacensis B,15.812700000000000,3.203440219571860,-31.431442021806700,Satellite Feature,SF
Aliacensis C,7.931280000000000,5.419756737178360,-32.700007197748500,Satellite Feature,SF
Aliacensis D,9.667920000000000,6.819760981464750,-33.185351557892600,Satellite Feature,SF
Agrippa G,13.236600000000000,6.159211225976890,3.910317887513910,Satellite Feature,SF
Abulfeda G,6.309090000000000,8.936693609070660,-13.102075057998200,Satellite Feature,SF
Abulfeda K,9.932990000000000,10.579986608148800,-14.920317372290300,Satellite Feature,SF
Abulfeda L,4.946700000000000,10.671664018893900,-14.086863762191800,Satellite Feature,SF
Abulfeda M,10.053800000000000,12.062296136960400,-16.234995893271200,Satellite Feature,SF
Abulfeda N,13.071700000000000,12.200354963880100,-15.144009925658700,Satellite Feature,SF
Abulfeda O,6.600440000000000,11.158418006189600,-15.468207677123100,Satellite Feature,SF
Abulfeda P,4.588010000000000,11.544844063533300,-15.497304942025300,Satellite Feature,SF
Abulfeda R,6.339410000000000,12.967789780144700,-12.785544730260300,Satellite Feature,SF
Abulfeda S,5.278720000000000,13.297895320442700,-12.284052594276100,Satellite Feature,SF
Abulfeda T,6.156230000000000,13.713756502947000,-14.858156630891400,Satellite Feature,SF
Abulfeda U,5.817640000000000,13.795342067683700,-12.971928317639900,Satellite Feature,SF
Abulfeda W,5.418330000000000,13.847229585753700,-12.551626897961400,Satellite Feature,SF
Abulfeda X,5.802740000000000,13.994170563012900,-15.014681250866300,Satellite Feature,SF
Abulfeda Y,4.625310000000000,14.052462581011000,-12.756710601181500,Satellite Feature,SF
Hevelius B,13.496000000000000,291.024921400140000,1.356032172918520,Satellite Feature,SF
Abulfeda Z,5.655470000000000,15.177556730789200,-14.729610171599800,Satellite Feature,SF
Alphonsus Y,2.600040000000000,358.081652463618000,-14.705967814163800,Satellite Feature,SF
Fontana C,13.451800000000000,302.809049931160000,-12.859242547094200,Satellite Feature,SF
Alter K,21.636700000000000,253.811200777655000,16.217537974904900,Satellite Feature,SF
Alter W,51.470100000000000,250.590968479045000,20.382097269229700,Satellite Feature,SF
Amici M,107.912000000000000,187.977848429591000,-11.807038090054400,Satellite Feature,SF
Amici N,37.627200000000000,187.460475688920000,-11.884334370316600,Satellite Feature,SF
Adams C,11.123900000000000,65.539177402607500,-32.351454891125400,Satellite Feature,SF
Adams D,46.263400000000000,71.450449550744700,-32.407430805325600,Satellite Feature,SF
Adams M,25.232300000000000,69.332491013386000,-34.732989449084200,Satellite Feature,SF
Adams P,25.431100000000000,70.909513013498300,-35.145193319698200,Satellite Feature,SF
Agatharchides A,15.684200000000000,331.538906981970000,-23.273455294906100,Satellite Feature,SF
Agatharchides B,6.974830000000000,328.290059218582000,-21.520046549381200,Satellite Feature,SF
Agatharchides C,11.457800000000000,327.056413238651000,-22.055870121571300,Satellite Feature,SF
Agatharchides E,15.273700000000000,326.812833903315000,-20.744659948516700,Satellite Feature,SF
Agatharchides G,5.957050000000000,333.157266745334000,-20.171614566234300,Satellite Feature,SF
Agatharchides H,15.973400000000000,326.054515810035000,-20.409836216816600,Satellite Feature,SF
Agatharchides J,13.044900000000000,327.394110493801000,-21.622019238955700,Satellite Feature,SF
Agatharchides K,13.349300000000000,332.465168135761000,-21.076469059142100,Satellite Feature,SF
Agatharchides L,7.993890000000000,333.210462227694000,-21.122429641184900,Satellite Feature,SF
Agatharchides N,21.646800000000000,330.283626355134000,-21.091680764977900,Satellite Feature,SF
Agatharchides O,4.650400000000000,333.287835643271000,-19.237776432543800,Satellite Feature,SF
Agatharchides P,65.984100000000000,331.226754269542000,-20.300169370510100,Satellite Feature,SF
Agatharchides T,5.621950000000000,332.202271517175000,-18.324506693230300,Satellite Feature,SF
Agrippa B,4.012760000000000,9.456718017548800,6.196223741234890,Satellite Feature,SF
Pallas X,2.872810000000000,356.765092399686000,5.137426329595960,Satellite Feature,SF
Agrippa D,21.364400000000000,6.715089746540690,3.767510471733540,Satellite Feature,SF
Agrippa E,5.000210000000000,8.442878553289400,5.161118803111370,Satellite Feature,SF
Aliacensis E,8.739910000000000,2.316223966901110,-30.421286103731900,Satellite Feature,SF
Aliacensis F,4.819720000000000,3.842113349428740,-32.664159144309300,Satellite Feature,SF
Maskelyne W,4.165360000000000,29.207306717689100,0.804989630594804,Satellite Feature,SF
Aliacensis G,7.757260000000000,4.698012378060540,-33.389759441831800,Satellite Feature,SF
Agrippa H,4.857860000000000,10.697575046979600,4.750053123381060,Satellite Feature,SF
Agrippa S,31.714600000000000,8.892625744285980,5.278768086305010,Satellite Feature,SF
Airy A,12.190100000000000,7.639827505662370,-17.045106428552200,Satellite Feature,SF
Airy B,27.258400000000000,8.456291990314590,-17.669016156565900,Satellite Feature,SF
Airy C,30.485600000000000,4.773580216803430,-19.247249023262600,Satellite Feature,SF
Airy D,6.610260000000000,8.336966510809770,-18.134049126787300,Satellite Feature,SF
Airy E,38.037600000000000,7.548017030659410,-20.751338255810800,Satellite Feature,SF
Airy F,4.835800000000000,7.262849868056440,-18.204532037795000,Satellite Feature,SF
Airy G,25.325000000000000,6.955052428429170,-18.697074348854700,Satellite Feature,SF
Airy H,9.307920000000000,5.688585578119680,-18.735231923859400,Satellite Feature,SF
Airy L,6.022480000000000,7.540120434006870,-20.470098269832700,Satellite Feature,SF
Airy M,0.854494000000000,7.563205806214360,-19.148805002151400,Satellite Feature,SF
Airy R,6.338180000000000,8.779101856584050,-19.601662445570400,Satellite Feature,SF
Airy N,7.948690000000000,8.175033068267590,-17.853711198030100,Satellite Feature,SF
Airy O,4.529900000000000,8.352420780041440,-16.752099355364700,Satellite Feature,SF
Airy P,6.643450000000000,8.349082656710800,-15.883651880976700,Satellite Feature,SF
Lipskiy X,21.361300000000000,178.829299822960000,0.421453845229629,Satellite Feature,SF
Albategnius C,5.664140000000000,3.709169870749390,-10.331341149292900,Satellite Feature,SF
Airy S,5.309230000000000,9.389762882092050,-17.276508051159500,Satellite Feature,SF
Archimedes Z,2.067080000000000,358.590419778705000,26.877814792717500,Satellite Feature,SF
Barnard A,15.383900000000000,85.061021246391900,-32.145823726683500,Satellite Feature,SF
Airy T,36.916100000000000,9.383027381411230,-19.274243754917000,Satellite Feature,SF
Airy V,4.429320000000000,9.136491769680990,-17.497892472661400,Satellite Feature,SF
Lubbock K,6.047680000000000,38.354909638678600,-5.147884305810450,Satellite Feature,SF
Airy X,3.874750000000000,10.121620277617200,-18.947243610718000,Satellite Feature,SF
Aitken A,12.938500000000000,173.463566067384000,-13.866769133253700,Satellite Feature,SF
Fleming N,23.131800000000000,108.876878986661000,12.706935882575900,Satellite Feature,SF
Aitken Y,35.717400000000000,172.921355650475000,-11.929632770334300,Satellite Feature,SF
Amici P,24.929400000000000,185.873122706944000,-12.353304917060900,Satellite Feature,SF
Aitken C,65.608800000000000,175.574787420327000,-13.760055140323400,Satellite Feature,SF
Aitken Z,32.056600000000000,173.206274966071000,-14.890448638730000,Satellite Feature,SF
Amici Q,43.590500000000000,184.112375905435000,-12.339177258431700,Satellite Feature,SF
Al-Biruni C,9.533160000000000,93.057104954385700,18.418303013178600,Satellite Feature,SF
Al-Khwarizmi B,59.058800000000000,107.916477477016000,9.091955069658600,Satellite Feature,SF
Aliacensis H,5.581310000000000,6.006171369956070,-31.814703378257000,Satellite Feature,SF
Al-Khwarizmi H,49.717200000000000,109.773851175180000,5.847587146067290,Satellite Feature,SF
Al-Khwarizmi L,35.509900000000000,107.890914715825000,3.766962578931500,Satellite Feature,SF
Al-Khwarizmi J,44.678900000000000,108.144003785489000,6.189429178633860,Satellite Feature,SF
Al-Khwarizmi K,22.361500000000000,108.151035228988000,4.498605450107890,Satellite Feature,SF
Apianus R,13.100600000000000,8.894966640161920,-25.788473754094000,Satellite Feature,SF
Apianus T,11.515200000000000,9.446030530775520,-27.730384976204500,Satellite Feature,SF
Apianus U,16.824600000000000,8.975297735978850,-27.914918097177100,Satellite Feature,SF
Albategnius A,6.788080000000000,3.030615960994070,-9.342022513523500,Satellite Feature,SF
Albategnius B,18.983300000000000,4.028858476999320,-10.073298869990000,Satellite Feature,SF
Albategnius D,8.353890000000000,7.142301351077080,-11.356507612258400,Satellite Feature,SF
Albategnius E,12.673000000000000,6.382653244953160,-12.945635648342500,Satellite Feature,SF
Albategnius G,13.787500000000000,1.885287076301380,-9.462872792822780,Satellite Feature,SF
Albategnius H,11.767500000000000,5.160097174352980,-9.663394903739140,Satellite Feature,SF
Albategnius K,10.310500000000000,1.997622493809470,-9.902066005974290,Satellite Feature,SF
Amici U,88.731700000000000,184.528645258714000,-8.751661637361740,Satellite Feature,SF
Amundsen C,24.224900000000000,85.212135152824800,-80.758775131828600,Satellite Feature,SF
Anaxagoras A,20.087500000000000,352.979880032706000,72.258154054977000,Satellite Feature,SF
Anaxagoras B,4.946810000000000,348.635165412084000,70.354929790930100,Satellite Feature,SF
Anaximander A,15.237200000000000,309.598526553038000,68.048843552605500,Satellite Feature,SF
Anaximander B,79.099900000000000,298.791182263399000,68.081993215998000,Satellite Feature,SF
Anaximander D,96.625400000000000,309.315374632855000,65.775510059578200,Satellite Feature,SF
Anaximander H,9.031460000000000,318.944385393806000,65.288223804153700,Satellite Feature,SF
Anaximander R,8.049450000000000,304.787271847048000,66.315894307454600,Satellite Feature,SF
Albategnius L,7.447420000000000,6.312436379851770,-12.082462488229900,Satellite Feature,SF
Albategnius M,8.067190000000000,4.157881510869650,-8.915580935740320,Satellite Feature,SF
Albategnius N,8.611770000000000,4.535980605737990,-9.894018493721300,Satellite Feature,SF
Albategnius O,4.539250000000000,4.425583970715610,-13.620008629600800,Satellite Feature,SF
Albategnius S,5.912430000000000,6.049144091384200,-13.347036600610300,Satellite Feature,SF
Albategnius T,9.613880000000000,6.063759878144970,-12.661392797263900,Satellite Feature,SF
Godin E,3.618720000000000,12.367903823890800,1.663889959468280,Satellite Feature,SF
Alden B,15.103900000000000,113.109102269017000,-20.598960676876400,Satellite Feature,SF
Alden V,20.887600000000000,110.464149203608000,-22.704758054768800,Satellite Feature,SF
Alden C,56.812400000000000,111.742739008932000,-22.686582711171100,Satellite Feature,SF
