name,diameter,center_lon,center_lat
Birkeland,81.63,174.00,-30.16
Lick,31.62,52.84,12.35
Birmingham,89.91,349.30,65.12
Birt,15.80,351.40,-22.36
Bjerknes,48.17,113.68,-38.49
Black,19.46,80.39,-9.19
Blackett,145.30,244.16,-37.54
Blagg,4.97,1.46,1.21
Blancanus,105.82,338.37,-63.76
Blanchard,37.45,266.50,-58.24
Blanchinus,59.90,2.44,-25.31
Blazhko,51.11,212.13,31.36
Bliss,22.84,346.22,53.04
Bobillier,6.04,15.43,19.63
Bobone,32.14,227.88,26.70
Bode,17.79,357.54,6.71
Boguslawsky,94.58,43.25,-72.90
Bohnenberger,31.73,40.05,-16.23
Bohr,70.07,273.47,12.70
Bok,43.02,188.41,-20.25
Boltzmann,72.31,269.59,-74.82
Bolyai,102.22,126.12,-33.85
Bondarenko,28.25,136.88,-17.24
Boussingault,127.60,53.73,-70.20
Bowditch,43.04,103.06,-24.96
Bowen,8.09,9.09,17.62
Boyle,57.12,177.89,-53.28
Dag,0.35,5.26,18.70
Brackett,8.87,23.53,17.83
Brayley,14.16,323.06,20.89
Bragg,77.20,256.56,42.32
Bruce,6.14,0.37,1.16
Brashear,60.16,188.42,-73.53
Faye,38.02,3.81,-21.39
Bredikhin,61.67,201.62,17.25
Breislak,48.63,18.30,-48.30
Brenner,90.01,39.10,-39.09
Brewster,9.83,34.68,23.26
Brianchon,137.26,271.63,74.75
Bridgman,81.88,136.97,43.38
Briggs,36.75,290.81,26.45
Brisbane,44.32,68.75,-49.19
Bronk,66.15,225.32,25.89
Chadwick,29.74,258.65,-52.85
Brouwer,119.59,235.25,-35.82
Brown,34.03,342.01,-46.52
Brunner,50.65,90.91,-9.85
Clerke,6.66,29.79,21.68
Carlini,10.65,335.88,33.74
Buch,51.31,17.67,-38.89
Buffon,105.75,226.46,-40.64
Bullialdus,60.71,337.73,-20.74
Buisson,61.26,112.95,-1.46
Coblentz,32.66,126.65,-38.09
Bunsen,55.22,274.54,41.40
Burnham,24.09,7.25,-13.92
Burckhardt,54.36,56.38,31.10
Censorinus,4.09,32.69,-0.41
Butlerov,38.77,251.19,12.04
Chrétien,98.62,162.99,-46.11
Cichus,39.18,338.81,-33.28
Clairaut,76.89,13.86,-47.83
Buys-Ballot,66.37,174.82,20.85
Byrgius,84.46,294.62,-24.73
Béla,10.07,2.26,24.66
Büsching,53.49,19.95,-38.04
C. Mayer,37.53,17.30,63.25
Cabannes,81.30,189.79,-61.24
Cabeus,100.58,317.86,-85.33
Cailleux,52.85,153.49,-60.41
Cepheus,39.43,45.78,40.68
Chacornac,50.44,31.66,29.88
Chaffee,51.75,205.37,-39.06
Challis,53.21,9.08,79.57
Chalonge,25.07,243.65,-20.43
Chamberlin,60.41,96.03,-58.83
Champollion,48.97,175.02,37.39
Chandler,88.60,171.75,43.64
Cajal,8.56,31.07,12.59
Cajori,74.64,168.69,-47.66
Cameron,10.90,45.93,6.18
Campanus,46.40,332.10,-28.04
Campbell,222.47,152.90,45.57
Cannizzaro,54.51,260.27,55.50
Cannon,57.57,81.36,19.87
Cantor,75.72,118.68,38.03
Capella,48.13,34.91,-7.64
Capuanus,59.68,333.26,-34.09
Cardanus,49.57,287.50,13.27
Carmichael,19.73,40.36,19.53
Carnot,126.06,215.79,52.09
Clark,52.10,119.34,-38.67
Clausius,24.19,316.06,-36.90
Clavius,230.77,345.27,-58.62
Cleomedes,130.77,55.50,27.60
Cleostratus,63.22,282.60,60.31
Ching-Te,3.70,29.96,20.01
Cockcroft,92.16,197.09,31.09
Hartmann K,11.64,136.10,1.40
Carpenter,59.06,308.76,69.51
Carrel,15.58,26.67,10.66
Promontorium Taenarium,70,352.65,-18.63
Carrillo,17.85,80.96,-2.11
Carrington,27.77,62.03,43.96
Cartan,15.62,59.28,4.24
Carver,62.45,127.59,-43.45
Casatus,102.85,329.25,-72.69
Cassegrain,56.65,113.29,-51.95
Cassini,56.87,4.64,40.25
Condon,34.85,60.36,1.87
Catalán,26.77,272.62,-45.69
Catharina,98.77,23.55,-17.98
Cauchy,11.80,38.62,9.55
Cavalerius,59.34,293.07,5.09
Cavendish,52.63,306.21,-24.62
Caventou,2.80,330.62,29.74
Cayley,14.20,15.08,3.93
Celsius,38.95,20.04,-34.09
Chang Heng,42.65,112.21,18.90
Chang-Ngo,2.33,357.83,-12.68
Conon,20.96,1.95,21.65
Chant,33.59,250.54,-40.13
Chaplygin,123.38,150.23,-5.76
Chapman,76.83,259.52,50.09
Chappe,55.79,268.75,-61.29
Chappell,73.91,183.22,54.53
Charles,1.33,333.63,29.89
Charlier,109.88,228.30,36.21
Chaucer,45.47,219.29,3.38
Chauvenet,77.67,137.19,-11.63
Chebyshev,179.05,227.11,-34.01
Chernyshev,59.31,174.40,47.01
Chevallier,51.83,51.57,45.00
Chladni,13.07,1.11,3.98
Collins,2.57,23.70,1.29
Curtis,2.87,56.79,14.57
Colombo,79.01,46.02,-15.25
Compton,164.62,104.05,55.86
Comrie,59.25,246.83,23.39
Comstock,73.23,237.94,21.59
Condorcet,74.85,69.58,12.09
Congreve,57.60,192.15,-0.28
Cook,45.16,48.80,-17.49
Cooper,51.87,175.92,52.68
Copernicus,96.06,339.92,9.62
Cori,67.22,207.09,-50.48
Coriolis,78.55,171.79,0.56
Couder,18.55,267.41,-4.90
Coulomb,89.71,244.99,54.46
Courtney,1.23,329.19,25.13
Lansberg P,2.42,336.97,-2.36
Cremona,85.12,269.14,67.23
Crile,9.29,45.98,14.20
Crocco,67.50,150.50,-46.98
Crommelin,93.47,212.04,-67.46
Crookes,48.25,194.89,-10.39
Deseilligny,6.01,20.58,21.12
Crozier,22.51,50.71,-13.55
Crüger,45.94,293.03,-16.67
Ctesibius,32.09,118.75,0.83
Curie,138.86,92.27,-23.04
Curtius,99.29,4.40,-67.07
Cusanus,60.86,69.40,71.82
Cuvier,77.29,9.69,-50.29
Cyrano,79.58,157.37,-20.36
Harden,14.98,143.54,5.46
Fauth,11.93,339.86,6.23
Cyrillus,98.08,24.06,-13.29
Cysatus,47.77,353.66,-66.20
da Vinci,37.46,44.95,9.10
Daguerre,45.78,33.61,-11.90
Dale,23.40,82.92,-9.55
Dalton,60.68,275.54,17.06
Daly,14.96,59.50,5.74
Damoiseau,36.66,298.74,-4.85
Danjon,69.30,123.90,-11.42
Darney,14.81,336.43,-14.60
Darwin,122.18,290.79,-19.92
Daubrée,14.66,14.74,15.72
Davisson,92.46,185.03,-37.92
Davy,33.93,351.85,-11.84
Dawes,17.59,26.34,17.20
Townley,17.67,63.18,3.42
Dawson,44.31,224.95,-66.98
De Forest,56.25,196.66,-76.93
Promontorium Laplace,50,334.49,46.84
de Gasparis,30.89,309.17,-25.83
De La Rue,135.22,52.84,59.01
de Gerlache,32.70,271.65,-88.48
Feuillée,8.93,350.53,27.37
De Moraes,54.41,142.99,49.38
De Morgan,9.67,14.88,3.30
De Roy,43.50,261.01,-55.23
De Sitter,63.78,38.57,79.81
De Vries,57.50,183.21,-19.68
Finsch,4.05,21.26,23.58
Debes,31.92,51.62,29.47
Debus,19.76,99.68,-10.68
Debye,127.03,183.97,49.42
Dechen,12.04,291.81,46.12
Delambre,51.48,17.39,-1.93
Lansberg X,2.99,332.12,1.20
Delaunay,44.62,2.61,-22.25
Delia,1.57,353.87,-10.91
Delisle,24.83,325.32,29.98
Dellinger,82.03,140.69,-6.86
Delmotte,32.15,60.20,27.16
Lansberg Y,3.55,331.81,0.69
Delporte,42.49,121.55,-15.89
Democritus,37.78,34.99,62.30
Deluc,45.68,357.02,-55.01
Golgi,5.58,300.04,27.78
Dembowski,26.10,7.27,2.87
Demonax,121.93,59.35,-78.08
Denning,44.17,142.75,-16.26
Laplace A,8.15,333.06,43.74
Desargues,84.84,286.57,70.24
Descartes,47.72,15.66,-11.74
Laplace B,5.04,340.14,51.34
Dionysius,17.24,17.29,2.77
Deslandres,227.01,354.42,-32.55
Diderot,20.00,121.54,-20.41
Deutsch,73.33,110.90,24.34
Fox,23.96,98.14,0.47
Dewar,46.30,165.62,-2.61
Diana,1.55,35.65,14.29
Diophantus,17.57,325.70,27.61
Dirichlet,47.24,207.94,10.57
Dobrovol'skiy,38.39,129.67,-12.83
Dollond,11.04,14.41,-10.48
Doerfel,68.63,251.47,-68.96
Gaston,2.01,326.04,30.87
Donati,35.84,5.10,-20.69
Edith,6.92,102.32,-25.76
Eijkman,56.36,217.48,-63.21
Eichstadt,49.57,281.58,-22.62
Dorsa Whiston,138.93,303.03,29.76
Douglass,50.94,237.27,35.49
Eimmart,44.98,64.80,23.96
D'Arrest,29.66,14.60,2.26
Einstein,181.47,271.34,16.60
Einthoven,73.93,110.06,-5.05
Elger,21.51,330.18,-35.40
Donna,1.84,38.30,7.22
Donner,55.05,97.99,-31.35
Doppelmayer,65.07,318.49,-28.47
Doppler,101.78,200.15,-12.58
Dorsa Andrusov,80.97,56.76,-1.55
Dorsa Burnet,194.99,303.21,26.17
Dove,30.35,31.42,-46.83
Draper,8.27,338.24,17.56
Drebbel,30.23,310.87,-40.93
Drygalski,162.48,272.82,-79.57
Dreyer,63.84,97.09,10.23
Drude,27.13,268.11,-38.56
Dryden,54.45,203.84,-33.21
D'Arsonval,30.36,124.58,-10.31
Dubyago,48.12,69.94,4.38
Dufay,36.10,169.53,5.56
Dugan,49.65,103.10,64.12
Dunthorne,15.11,328.29,-30.11
Dyson,63.13,238.29,60.87
d'Alembert,233.55,164.89,51.07
Dziewulski,68.90,99.01,20.98
Eckert,2.61,58.37,17.28
Eddington,120.13,287.98,21.50
Edison,62.72,99.26,24.88
Egede,34.18,10.63,48.71
Ehrlich,33.58,187.73,40.81
Ellerman,46.20,239.60,-25.43
Ellison,36.98,251.95,54.93
Elmer,16.86,84.17,-10.23
Elvey,80.20,259.35,9.00
Encke,28.26,323.31,4.57
Endymion,122.10,56.48,53.60
Engel'gardt (Engelhardt),43.51,200.53,5.38
Epigenes,54.51,355.37,67.49
Epimenides,22.56,329.66,-40.91
Eratosthenes,58.76,348.68,14.47
Erro,63.75,98.53,5.68
Esclangon,15.29,42.06,21.46
Esnault-Pelterie,76.78,218.17,47.41
Espin,70.00,109.33,28.14
Euclides,11.79,330.43,-7.40
Euctemon,62.69,30.56,76.25
Euler,26.02,330.81,23.26
Evans,69.39,226.22,-9.62
Evdokimov,48.88,206.95,34.57
Fahrenheit,6.65,61.70,13.12
Evershed,65.27,200.49,35.30
Maskelyne,22.41,30.04,2.15
Eötvös,101.79,134.42,-35.60
Fabbroni,10.54,29.27,18.65
Fabricius,78.89,41.84,-42.75
Fabry,179.43,100.68,43.07
Faraday,69.02,8.74,-42.44
Faustini,42.48,84.30,-87.18
Fechner,59.32,125.03,-58.24
Felix,1.44,334.62,25.08
Feoktistov,22.06,140.50,30.73
Fermat,37.77,19.79,-22.71
Fermi,241.40,123.24,-19.60
Fernelius,68.41,4.85,-38.17
Fersman,148.14,233.93,17.90
Fesenkov,36.11,135.14,-23.15
Finsen,72.97,182.27,-42.29
Firsov,50.99,112.69,4.20
Firmicus,56.80,63.42,7.24
Fischer,30.47,142.43,7.98
Fitzgerald,104.21,187.86,26.67
Foucault,25.07,320.13,50.45
Fizeau,107.07,225.88,-58.18
Grachev,34.98,251.57,-3.83
Flammarion,76.17,356.26,-3.32
Flamsteed,19.34,315.66,-4.49
Fleming,126.37,109.27,14.90
Halley,34.58,5.72,-8.04
Huggins,65.78,358.48,-41.06
Humason,4.33,303.34,30.73
Humboldt,199.45,80.96,-27.02
Hume,22.29,90.47,-4.67
Focas,22.04,266.08,-33.70
Fontana,31.47,303.20,-16.03
Fontenelle,37.68,341.04,63.41
Foster,37.01,218.50,23.58
Fourier,51.56,306.89,-30.31
Fowler,139.52,214.73,42.58
Fra Mauro,96.75,343.02,-6.06
Fracastorius,120.57,33.07,-21.35
Franck,11.90,35.55,22.58
Franz,25.48,40.24,16.56
Fredholm,13.39,46.55,18.36
Glaisher,15.91,49.34,13.18
Fraunhofer,57.75,59.06,-39.51
Godin,34.24,10.15,1.82
Glazenap,38.96,137.75,-1.85
Glushko,40.09,282.33,8.11
Goclenius,73.03,45.03,-10.05
Goddard,93.18,89.12,15.15
Freundlich,83.16,170.89,25.00
Greaves,14.26,52.79,13.18
Fridman (Friedmann),101.45,233.12,-12.48
Frost,78.29,241.09,37.40
Froelich,56.73,248.36,80.00
Fryxell,17.62,258.34,-21.25
Furnerius,135.02,60.53,-36.00
Fényi,43.30,254.94,-44.94
G. Bond,19.04,36.32,32.38
Gadomski,65.65,212.64,36.21
Galen,9.18,4.96,21.95
Galle,20.95,22.32,55.87
Galois,231.96,207.00,-13.93
Galvani,76.82,275.43,49.51
Gambart,24.67,344.76,0.92
Gamow,113.91,144.64,65.28
Gaudibert,33.13,37.82,-10.92
Ganskiy (Hansky),42.10,97.00,-9.64
Geissler,17.38,76.50,-2.59
Ganswindt,77.51,111.16,-79.41
Garavito,81.04,156.78,-47.21
Gambart B,10.83,348.41,2.16
Gassendi,111.39,320.03,-17.55
Gruithuisen,14.97,320.22,32.88
Gauricus,79.64,347.25,-33.90
Gauss,170.72,79.07,36.00
Gavrilov,61.61,131.22,17.40
Gay-Lussac,25.40,339.20,13.87
Geber,44.67,13.84,-19.46
Geiger,36.63,158.40,-14.38
Geminus,81.97,56.66,34.41
Hansen,41.17,72.54,14.04
Gemma Frisius,88.54,13.36,-34.32
Haret,29.77,183.81,-58.77
Hargreaves,17.99,64.09,-2.17
Gerard,98.78,279.49,44.53
Gibbs,78.76,84.26,-18.36
Gerasimovich,90.18,236.58,-22.95
Helmert,26.71,87.67,-7.56
Gernsback,47.20,99.52,-36.52
Holetschek,37.76,151.14,-27.61
Gilbert,100.24,76.15,-3.19
Gill,63.89,75.94,-63.76
Ginzel,53.23,97.40,14.24
Giordano Bruno,22.13,102.89,35.96
Golovin,37.86,161.24,39.75
Goodacre,44.09,14.07,-32.67
Gould,32.99,342.75,-19.25
Grace,1.48,35.89,14.20
Al-Khwarizmi T,14.05,104.96,7.06
Graff,36.16,271.29,-42.30
Grave,36.94,150.23,-17.04
Hilbert,173.23,108.32,-17.87
Gambart C,11.66,348.17,3.32
Green,68.27,133.11,3.68
Gregory,63.90,127.27,1.75
Gassendi N,3.74,320.68,-18.06
Grigg,36.72,229.86,12.50
Grimaldi,173.48,291.63,-5.37
Grissom,59.81,212.02,-46.92
Mavis,1.09,333.64,29.76
Grotrian,36.78,128.28,-66.15
Grove,28.54,32.98,40.30
Gruemberger,91.49,349.69,-67.04
Guericke,60.75,345.81,-11.56
Guillaume,56.74,186.61,45.15
Gullstrand,45.05,230.33,44.95
Hornsby,2.85,12.50,23.79
Herigonius,14.85,326.02,-13.35
Gum,54.54,88.90,-40.33
Gärtner,101.78,34.75,59.24
H. G. Wells,108.89,122.62,40.84
Gutenberg,70.64,41.24,-8.61
Guthnick,37.02,265.96,-47.75
Guyot,98.28,117.12,11.62
Hermann,15.92,302.53,-0.87
Hagecius,79.54,46.62,-59.91
Hagen,57.52,135.94,-48.32
Hahn,87.49,73.54,31.21
Haidinger,21.32,334.86,-39.17
Hainzel,70.56,326.47,-41.23
Haldane,40.25,84.10,-1.65
Hall,31.76,36.75,33.80
Hamilton,57.45,84.41,-42.77
Hale,84.41,91.71,-74.12
Hanno,59.54,71.38,-56.46
Hansteen,44.99,307.94,-11.53
Horrocks,29.65,5.84,-3.98
Hortensius,14.16,332.00,6.46
Houtermans,42.67,87.37,-9.41
Houzeau,76.84,236.10,-17.24
Hubble,81.83,86.90,22.28
Isabel,1.22,325.93,28.18
Harlan,63.45,79.64,-38.30
Harold,1.43,353.93,-10.88
Harpalus,39.76,316.50,52.73
Hartwig,78.45,279.53,-6.13
Harriot,52.77,114.39,33.19
Hatanaka,30.14,238.07,29.33
Hartmann,63.28,135.45,2.71
Hell,33.31,352.20,-32.41
Harvey,59.97,213.48,19.34
Hase,82.07,62.68,-29.37
Hausen,163.23,271.50,-65.11
Hayford,28.15,183.55,12.68
Hayn,86.21,83.86,64.55
Healy,37.97,249.00,32.49
Heaviside,164.46,166.77,-10.44
Hecataeus,133.67,79.67,-22.06
Be?vá? S,15.57,121.40,-3.30
Hedin,157.37,283.42,2.87
Heinrich,6.86,344.63,24.84
Heinsius,64.87,342.17,-39.48
Heis,13.68,328.01,32.47
Helberg,61.92,257.54,22.62
Helicon,23.73,336.89,40.43
Helmholtz,110.16,65.34,-68.64
Henderson,43.49,152.00,4.76
Herodotus,35.87,310.16,23.25
Hendrix,16.63,200.02,-46.85
Henry,39.06,302.98,-23.97
Henry Frères,41.73,300.98,-23.52
Hyginus,8.69,6.27,7.75
Henyey,68.74,207.67,12.69
Hypatia,38.81,22.58,-4.25
Heraclitus,85.73,6.42,-49.30
Ingalls,37.23,206.66,26.15
Hercules,68.31,39.21,46.82
Lepaute,16.35,326.30,-33.30
Herschel,39.08,357.91,-5.68
Hesiodus,43.23,343.58,-29.41
Hertz,82.94,104.56,13.32
Hill,15.85,40.81,20.91
Hess,90.43,174.18,-54.46
Hippalus,57.35,329.58,-24.91
Hevelius,113.86,292.53,2.19
Hogg,38.39,121.95,33.51
Heymans,46.44,215.06,74.75
Heyrovsky,16.65,264.57,-39.55
Hipparchus,143.94,4.91,-5.35
Hippocrates,59.23,213.46,70.26
Hirayama,145.20,93.62,-6.01
Hoffmeister,44.46,136.83,15.04
Hohmann,16.80,265.73,-17.91
Holden,47.60,62.52,-19.18
Hommel,113.59,32.92,-54.73
Hooke,34.34,54.85,41.13
Hopmann,87.84,159.23,-51.00
Kosberg,14.62,149.61,-20.18
Horrebow,24.97,319.06,58.80
Hédervári,74.14,85.60,-81.77
Lacus Veris,382.88,274.09,-16.48
Hutton,45.16,168.68,37.22
Huxley,3.47,355.45,20.19
Kimura,27.44,118.38,-56.81
Kinau,41.87,14.93,-60.74
King,76.20,120.49,4.96
Izsak,30.82,117.59,-23.32
J. Herschel,154.44,318.14,62.31
Nasmyth,78.37,303.60,-50.48
Ibn Battuta,11.51,50.43,-6.95
Nassau,75.80,177.33,-24.91
Ian,1.51,359.61,25.71
Ibn Firnas,88.29,122.30,6.83
Dziewulski Q,28.22,98.45,20.54
Il'in,12.42,262.32,-17.80
Ibn Yunus,59.68,91.13,14.13
Ibn-Rushd,31.07,21.71,-11.68
Icarus,93.72,186.74,-5.49
Ideler,37.77,22.24,-49.31
Inghirami,94.59,291.05,-47.49
Idel'son,59.81,112.69,-81.34
Innes,42.83,119.30,27.84
Ioffe,83.94,230.84,-14.38
Isaev,94.10,147.49,-17.56
Green Q,14.75,131.84,2.31
Isidorus,41.39,33.50,-7.96
Joy,5.11,6.55,25.01
Jules Verne,145.53,147.27,-34.84
Julienne,1.80,3.12,26.05
Julius Caesar,84.71,15.21,9.16
Kaiser,53.14,6.47,-36.48
Jackson,71.37,196.68,22.04
Kathleen,5.36,359.16,25.34
Jacobi,66.27,11.30,-56.81
Jansen,24.20,28.64,13.55
Jansky,73.77,89.50,8.62
Janssen,200.65,40.82,-44.95
Jarvis,41.22,211.79,-35.13
Jeans,81.12,91.51,-55.57
Jehan,4.46,328.13,20.71
Jenkins,37.76,78.04,0.37
Jenner,73.66,95.98,-42.00
Jerik,0.62,27.63,18.52
Jomo,7.35,2.44,24.40
José,1.21,358.33,-12.67
Joule,97.52,215.86,27.15
Kane,54.96,25.84,62.99
Kamerlingh Onnes,70.03,243.71,14.71
Keldysh,32.75,43.64,51.22
Kant,30.85,20.19,-10.62
Kao,34.54,87.81,-6.71
Kapteyn,48.65,70.59,-10.78
Kunowsky,18.26,327.47,3.21
Karpinskiy,91.40,166.80,72.60
Katchalsky,32.29,116.07,5.90
Lacus Somniorum,424.75,30.80,37.56
Karrer,55.56,217.72,-52.06
Kasper,12.38,122.12,8.29
Keeler,158.06,161.77,-9.77
Kepler,29.48,321.99,8.12
Kekulé,94.22,221.53,16.30
Natasha,10.98,328.83,19.97
Kepínski,31.66,126.71,28.62
Khvol'son,55.87,111.87,-14.12
Kibal'chich,91.66,212.82,2.72
Kircher,71.19,314.51,-67.00
Kidinnu,55.10,122.94,35.79
Lassell,21.82,352.09,-15.48
Kies,45.54,337.37,-26.30
Kuo Shou Ching,33.48,225.34,8.10
Kiess,67.78,84.11,-6.40
Liebig,38.96,311.70,-24.35
Kirchhoff,24.38,38.84,30.30
Kirkwood,68.12,203.33,68.33
Klaproth,121.37,333.73,-69.85
Klein,43.47,2.52,-11.98
Klute,77.46,218.23,36.92
Kleymenov,55.97,219.64,-32.47
Taylor,36.35,16.64,-5.28
Knox-Shaw,13.44,80.19,5.35
Koch,94.70,150.33,-42.13
Kolhörster,78.77,244.98,10.78
Konoplev,27.67,235.62,-28.16
Kohlschütter,56.25,153.94,14.24
Naumann,9.92,297.98,35.37
Komarov,80.42,152.24,24.58
Lacus Perseverantiae,70.64,61.93,7.83
Lacus Solitudinis,122.67,103.87,-27.52
Kondratyuk,97.97,115.80,-15.33
Tebbutt,33.99,53.51,9.45
Kopff,40.48,270.32,-17.39
Lacus Timoris,153.64,332.04,-39.42
Korolev,423.41,202.59,-4.19
Konstantinov,68.07,158.34,19.55
Kramarov,21.04,261.10,-2.29
Kostinskiy,67.91,118.85,14.43
Krieger,22.86,314.39,29.02
Kovalevskaya,113.70,230.56,30.86
Koval'skiy,44.97,101.03,-21.89
Kozyrev,59.35,129.59,-46.64
Krafft,51.14,287.27,16.55
Kramers,61.59,232.02,53.28
Krasnov,41.17,280.17,-29.93
Krasovskiy,61.67,184.36,3.79
Kreiken,29.36,84.55,-9.04
Krusenstern,46.43,5.75,-26.30
La Condamine,37.82,331.78,53.53
Krylov,49.82,193.88,35.26
Maclear,20.33,20.10,10.52
Kugler,65.87,104.09,-53.44
Kuiper,6.27,337.31,-9.77
Kulik,60.45,205.37,41.97
Lents (Lenz),21.98,257.70,2.72
Kurchatov,110.95,141.73,38.29
Priscilla,1.49,353.78,-10.95
Kästner,116.07,78.93,-6.90
König,22.85,335.32,-24.22
La Pérouse,80.40,76.28,-10.66
Maclaurin,54.33,67.98,-1.92
Lacroix,36.07,300.79,-37.93
Lacus Aestatis,86.38,291.43,-14.83
Lacus Autumni,195.64,276.82,-11.81
Leonov,34.04,148.36,19.06
Letronne,117.58,317.51,-10.50
Lacus Doloris,102.90,8.61,16.80
Lacus Excellentiae,197.73,316.42,-35.65
Lacus Felicitatis,98.48,5.35,18.51
Longomontanus,145.49,338.12,-49.55
Louise,0.64,325.80,28.48
Love,90.07,129.17,-6.33
Littrow,28.51,31.39,21.50
Neander,49.22,39.88,-31.35
Lacus Mortis,158.78,27.31,45.13
Leucippus,57.03,243.58,29.24
Leuschner,50.14,250.94,1.66
Lacus Oblivionis,49.01,191.47,-20.38
Lacus Odii,72.67,7.27,19.21
Nearch,72.79,39.01,-58.58
Piccolomini,87.58,32.19,-29.69
Pickering,15.39,6.99,-2.87
Pictet,59.94,352.50,-43.56
Lacus Temporis,205.29,56.20,46.77
Lade,58.10,9.99,-1.32
Lalande,23.54,351.35,-4.45
Lamb,103.55,100.94,-42.67
Lagalla,88.77,337.64,-44.48
Lallemand,16.68,275.79,-14.40
Lagrange,162.21,288.55,-32.60
Lamarck,114.65,289.94,-23.12
Lambert,30.12,339.01,25.77
Gruithuisen F,4.18,322.01,36.27
Lampland,63.04,131.50,-31.16
Lamont,83.23,23.31,5.13
Lansberg,38.74,333.37,-0.31
Lamé,84.27,64.55,-14.75
Gruithuisen G,6.01,315.98,36.59
Lamèch,12.40,13.15,42.78
Landau,218.14,240.66,42.16
Gruithuisen P,9.13,319.43,37.17
Lander,40.05,131.80,-15.33
Lane,53.75,132.36,-9.50
Leakey,12.48,37.46,-3.18
Langemak,104.75,119.45,-9.93
Einthoven P,18.48,108.80,-7.07
Langevin,57.79,162.69,44.16
Langley,59.16,273.95,51.16
Langmuir,91.50,231.10,-35.84
Langrenus,131.97,61.03,-8.86
Laue,89.16,262.94,28.29
Lauritsen,51.24,96.30,-27.54
Lavoisier,71.01,278.74,38.16
Moltke,6.15,24.16,-0.59
Lawrence,24.02,43.29,7.35
Le Gentil,125.38,283.98,-74.27
Le Monnier,68.39,30.50,26.65
Lindbergh,13.34,52.90,-5.41
Petermann,76.94,67.89,74.34
Peters,14.66,29.39,68.06
Leavitt,69.30,220.10,-44.85
Lee,41.17,319.24,-30.65
Lebedev,121.8,107.88,-46.80
Auzout D,11.65,62.42,9.34
Lebedinskiy,63.39,195.11,7.84
Lebesgue,11.39,88.97,-5.13
Legendre,78.08,70.01,-28.92
Monge,36.60,47.54,-19.24
Lehmann,53.84,303.83,-39.95
Lemaître,93.69,210.02,-61.36
Levi-Civita,108.22,143.13,-23.34
Lewis,40.31,245.77,-18.50
Lexell,63.70,355.73,-35.77
Lichtenberg,19.52,292.28,31.85
Ley,81.04,154.83,42.10
Licetus,75.41,6.54,-47.18
Lilius,61.17,6.09,-54.60
Linda,1.10,326.62,30.68
Lindblad,59.36,260.77,70.03
Linné,2.22,11.79,27.74
Lindenau,53.07,24.77,-32.34
Lindsay,32.23,13.01,-6.99
Lippershey,6.74,349.61,-25.96
Lippmann,160.06,245.68,-55.42
Litke (Lütke),38.17,123.12,-16.76
Lobachevskiy,87.25,113.07,9.75
Maestlin,6.81,319.28,4.89
Lockyer,35.07,36.59,-46.27
Loewy,22.45,327.14,-22.69
Lodygin,56.11,213.22,-17.42
Einthoven R,13.37,107.42,-6.04
Lohrmann,31.25,292.61,-0.43
Lohse,43.34,60.30,-13.76
Lomonosov,90.68,98.27,27.35
Mairan,39.49,316.50,41.59
Lovelace,57.06,250.49,82.08
Lovell,35.09,217.52,-36.74
Lowell,62.64,256.58,-12.96
Lubbock,14.09,41.78,-3.98
Lubiniezky,42.97,336.10,-17.88
Lucian,6.84,36.78,14.34
Lucretius,64.61,238.75,-8.22
Marco Polo,28.25,357.95,15.52
Ludwig,23.28,97.45,-7.72
Luther,9.28,24.15,33.19
Lyapunov,67.58,89.36,26.42
Lyell,31.16,40.55,13.62
Lyman,83.25,162.47,-64.95
Macrobius,62.79,45.97,21.25
Lyot,150.6,84.80,-50.46
Magelhaens,37.20,44.07,-11.97
Main,47.42,10.40,80.86
Maginus,155.57,354.01,-50.03
Maksutov,83.83,191.34,-40.74
Petit,5.04,63.46,2.32
Malapert,72.38,11.40,-84.99
Mallet,58.91,54.05,-45.41
Malyy,41.29,105.55,22.02
Manilius,38.33,9.07,14.45
Manners,15.04,19.99,4.57
Manuel,0.56,11.35,24.46
Manzinus,95.97,26.37,-67.51
Maraldi,39.61,34.79,19.36
Marci,24.46,192.42,22.22
Marconi,72.87,145.20,-9.48
Mare Anguis,145.98,67.57,22.42
Mare Ingenii,282.20,164.82,-33.24
Arago C,3.03,21.47,3.88
Mare Insularum,511.93,329.35,7.79
Mare Cognitum,350.00,337.68,-10.53
Mare Crisium,555.92,59.10,16.17
Petrov,55.44,88.17,-61.36
Pytheas,18.80,339.40,20.56
Markov,39.91,297.15,53.43
Moulton,54.70,97.56,-60.90
Mohorovi?i?,49.96,195.16,-18.73
Menelaus,27.13,15.92,16.25
Moigno,36.82,28.79,66.26
Murakami,44.51,219.02,-23.38
Moiseev,61.55,103.25,9.44
Moissan,22.44,137.44,4.77
Petrie,32.86,108.46,45.14
Mare Tranquillitatis,875.74,30.83,8.34
Mare Undarum,244.84,68.65,7.49
Petropavlovskiy,64.06,244.72,36.92
Mare Nubium,714.49,342.71,-20.58
Mare Orientale,294.15,265.32,-19.86
Marinus,56.55,76.57,-39.37
Mariotte,70.27,220.93,-28.45
Marius,40.08,309.16,11.89
Mary,0.52,27.39,18.92
McClure,23.96,50.23,-15.31
Mason,33.33,30.50,42.69
Maunder,53.79,266.12,-14.52
Montes Teneriffe,111.98,346.81,47.89
Maupertuis,45.48,332.71,49.69
