name,diameter,center_lon,center_lat
Karshi,21.51,340.67,-23.27
Kartabo,19.41,307.54,-40.84
Kasabi,41.09,89.05,-27.77
Kashira,65.79,341.69,-27.08
Kasimov,87.18,337.06,-24.63
Kasra,3.45,103.63,21.97
Katoomba,51.23,127.80,-79.01
Kaup,3.20,326.83,22.63
Kaw,10.71,104.28,16.40
Kayne,33.82,173.55,-15.49
Keeler,90.19,208.75,-60.69
Kem',3.62,327.03,-44.93
Kepler,228.23,140.97,-46.69
Keul',5.80,122.22,45.98
Khanpur,2.67,102.00,20.72
Kholm,11.07,317.99,-7.20
Khurli,8.78,112.95,-20.94
Kifr?,13.89,305.69,-45.63
Kimry,20.64,343.67,-20.14
Kin,8.09,326.61,20.19
Kinda,14.04,254.84,-25.68
Kinkora,51.08,112.87,-24.94
Kipini,67.25,328.43,25.85
Kirs,3.46,340.55,-26.30
Kirsanov,15.07,334.87,-22.20
Kisambo,15.22,271.07,34.07
Kita,10.71,342.81,-22.77
Knobel,123.30,133.31,-6.57
Koga,19.17,256.24,-28.96
Kok,6.13,331.93,15.64
Kong,11.66,321.42,-5.36
Korolev,81.36,164.58,72.76
Korph,7.33,105.45,19.34
Kourou,1.84,132.78,46.73
Koval'sky,296.66,218.45,-29.56
Koy,7.11,309.59,21.46
Krasnoye,6.54,143.83,35.85
Kribi,13.18,316.48,-42.99
Krishtofovich,111.08,97.34,-48.08
Kuba,26.58,340.36,-25.31
Kufra,37.48,120.30,40.35
Kuiper,81.78,202.86,-56.99
Kular,8.47,108.14,16.39
Kumak,13.50,291.93,-35.47
Kumara,11.86,128.55,43.03
Kunes,15.12,107.93,-25.23
Kunowsky,66.29,350.35,56.82
Kushva,37.54,324.48,-43.95
K?id,7.67,315.29,-4.46
Labria,52.64,311.92,-34.93
Lachute,15.14,320.24,-4.26
Laf,2.85,354.09,48.01
Lagarto,19.79,351.70,49.86
Lamas,22.98,339.36,-26.99
Lambert,92.52,25.38,-19.96
Lamont,76.61,246.45,-58.17
Lampland,76.77,280.48,-35.54
Land,5.19,351.28,48.25
Lapri,3.01,107.48,20.32
Lar,6.85,330.89,-25.83
Lassell,85.59,297.54,-20.60
Leuk,3.44,304.98,23.90
Lasswitz,108.03,138.30,-9.31
Lau,106.91,252.52,-74.30
Le Verrier,137.55,17.09,-37.71
Lebu,19.33,340.53,-20.29
Leleque,8.42,138.16,36.46
Lexington,5.16,311.36,21.80
Lemgo,15.73,325.21,-42.50
Lenya,14.95,253.20,-26.71
Li Fan,105.58,206.93,-46.88
Thyles Rupes,548.75,132.28,-69.32
Argyre Rupes,335.42,291.24,-62.15
Libertad,31.18,330.59,23.05
Linpu,18.16,113.20,18.14
Lins,6.17,330.19,15.75
Littleton,7.34,107.14,15.69
Liu Hsin,134.50,188.44,-53.19
Livny,9.29,330.88,-27.16
Llanesco,29.40,258.88,-28.18
Locana,6.64,321.91,-3.39
Lockyer,71.35,160.51,27.84
Lod,7.59,328.46,20.98
Lodwar,15.00,316.68,-55.09
Lohse,151.01,343.31,-43.23
Loja,9.89,136.21,41.22
Lomela,11.16,303.80,-81.65
Lomonosov,130.53,350.76,65.04
Longa,10.97,334.05,-20.66
Loon,7.70,113.45,-18.84
Lorica,58.48,331.66,-19.82
Los,8.05,283.77,-35.07
Lota,14.68,348.19,46.31
Loto,22.13,337.56,-21.88
Lowbury,17.18,267.07,42.41
Lowell,202.22,278.49,-51.95
Luck,7.75,323.09,17.26
Luga,44.56,312.58,-44.24
Luki,20.80,322.63,-29.53
Lutsk,4.85,356.91,38.69
Luzin,101.04,31.28,27.06
Lydda,33.83,328.04,24.42
Lyell,121.83,344.52,-69.90
Lyot,221.53,29.34,50.46
Madrid,3.79,135.43,48.44
Mafra,13.34,306.85,-44.01
Magadi,50.78,313.93,-34.51
Magelhaens,103.79,185.42,-32.35
Maggini,139.06,9.49,27.78
Mago,2.73,105.35,15.92
Maidstone,9.38,305.77,-41.55
Main,110.99,49.00,-76.54
Mandora,55.94,306.37,12.22
Manti,15.64,322.42,-3.57
Manz?,7.51,332.52,-22.14
Maraldi,118.24,328.04,-61.91
Marbach,24.74,111.03,17.64
Marca,78.35,201.85,-9.98
Mari,37.04,314.11,-52.01
Mariner,156.57,195.76,-34.68
Marth,96.68,356.55,12.93
Martz,92.74,144.17,-34.91
N. Mareotis Tholus,3.57,273.79,36.37
Masursky,115.34,327.69,12.06
Maunder,90.84,1.75,-49.60
Pavonis Chasma,45.94,248.97,2.73
McLaughlin,90.92,337.63,21.89
Medrissa,19.52,303.43,18.64
Palikir,15.57,202.14,-41.57
Mega,16.94,323.09,-1.43
Meget,4.58,107.31,18.86
Raga,3.43,242.42,-48.10
Mellish,104.95,336.25,-72.62
Memnonia Fossae,1585.28,206.17,-23.62
Sacra Mensa,577,291.78,24.64
Echus Chasma,391.09,280.03,2.47
Mena,29.91,341.24,-32.10
Dubis Vallis,45.41,211.87,-5.15
Lunae Mensa,114.75,297.49,23.91
Arsia Chasmata,97.05,240.65,-7.46
Charitum Montes,933.54,319.70,-58.09
Mendel,77.32,161.24,-58.78
Mendota,8.85,138.33,35.82
Tivat,3.62,9.53,-45.92
Mie,100.90,139.65,48.16
Mila,10.87,339.24,-27.16
Hyblaeus Catena,10.48,140.61,21.59
Milankovi?,113.51,213.42,54.46
Milford,24.97,318.50,-52.41
Tyrrhena Patera,12.63,106.62,-21.38
Arimanes Rupes,192.67,212.30,-9.83
Millman,73.84,210.36,-53.94
Millochau,112.89,85.10,-21.18
Mirtos,6.38,308.24,22.12
Mistretta,16.56,250.87,-24.68
Amenthes Fossae,850,102.68,9.07
Mitchel,135.89,76.00,-67.52
Mliba,11.85,87.98,-39.60
Cerberus Palus,466.67,148.14,5.77
Stygis Catena,65.38,150.56,23.25
Mohawk,17.49,354.64,42.88
Mojave,57.96,327.01,7.48
Phlegra Montes,1350.65,163.71,40.39
Molesworth,168.86,149.27,-27.49
Montevallo,50.42,305.73,15.25
Trebia Valles,179.79,150.12,32.08
Morella,76.97,308.61,-9.57
Moreux,131.54,44.54,41.79
Zephyria Planum,575.10,153.72,-1.08
Moss,9.08,109.48,19.23
Murgoo,22.64,337.55,-23.63
Mut,6.97,324.23,22.35
Mutch,198.81,304.79,0.59
Abalos Scopuli,109.16,283.43,80.72
Mädler,124.16,2.76,-10.65
Müller,120.51,127.88,-25.73
Naar,11.33,317.87,22.91
Naic,8.67,107.43,24.45
Lunae Planum,1817.66,294.48,10.79
Nain,6.88,126.84,41.46
Never,2.75,105.77,23.50
Tempe Terra,1954.94,289.38,38.68
Ceraunius Tholus,128.58,262.74,24.00
Naju,8.02,122.85,44.98
Gigas Sulci,418.56,232.27,10.01
Nan,2.28,340.06,-26.68
Nansen,74.62,219.57,-49.91
Gordii Fossae,369,232.4,14.83
Pityusa Patera,196.50,36.86,-66.87
New Haven,1.51,310.73,22.07
Nardo,25.10,327.15,-27.50
Naukan,7.46,329.42,21.25
Halex Fossae,147.24,233.95,27.34
Jovis Fossae,348.63,244.17,19.76
Navan,24.86,336.49,-25.88
Nazca,15.01,93.67,-31.62
Jovis Tholus,58.07,242.58,18.20
Negele,36.92,95.99,-35.79
Neive,2.78,107.07,23.18
Olympus Mons,610.13,226.19,18.65
Nema,14.54,307.87,20.69
Nepa,16.15,340.33,-24.97
Meroe Patera,52.59,68.76,6.98
Labou Vallis,257.78,205.57,-8.62
Coprates Chasma,958.31,299.26,-13.36
New Plymouth,31.53,175.86,-15.77
Horarum Mons,20.50,323.43,-51.05
Newport,1.97,311.04,22.23
Tanais Fossae,172.94,273.50,38.73
Nicholson,102.45,195.56,0.21
Newton,299.93,201.97,-40.50
Nhill,23.70,256.66,-28.67
Tyrrhenus Labyrinthus,102.67,101.11,-16.18
Nier,46.29,106.10,42.78
Pavonis Mons,366.53,247.03,1.48
Niesten,114.80,57.74,-27.99
Nif,8.48,303.76,19.90
Pavonis Sulci,425.80,242.63,4.01
Nipigon,8.89,278.15,33.75
Nitro,29.33,335.99,-21.26
Oti Fossae,373.58,242.91,-9.63
Isidis Dorsa,1074.7,88.21,12.92
Acidalia Mensa,226.86,334.65,46.69
Njesko,27.76,85.10,-35.24
Noma,40.49,335.69,-25.42
Noachis Terra,5519.45,354.84,-50.40
Nordenskiöld,85.60,201.24,-52.36
Northport,18.44,305.52,18.52
Xanthe Chaos,34.36,317.78,11.87
Nune,8.47,321.24,17.55
Nutak,11.26,329.74,17.41
Nepenthes Planum,1650.14,113.79,14.00
Albor Tholus,158.37,150.46,18.86
Ocampo,7.16,138.30,32.66
Ochakov,31.04,328.14,-42.11
Amazonis Sulci,250.59,216.29,-2.15
Oglala,17.58,321.88,-3.10
Okhotsk,1.66,312.66,22.96
Chryse Chaos,658.88,322.81,9.86
Okotoks,21.78,84.41,-21.20
Olenek,3.06,305.78,19.87
Simud Valles,987.99,321.99,19.08
Olom,5.88,302.34,22.96
Ome,2.85,104.02,20.59
Terra Sabaea,4688.44,51.30,2.71
Cusus Valles,250.24,50.37,14.04
Onon,3.41,102.47,16.13
Oodnadatta,25.43,325.82,-52.42
Daga Vallis,49.85,317.57,-12.07
Isidis Planitia,1224.58,88.37,13.93
Oraibi,32.37,327.65,17.21
Ore,7.14,326.06,16.78
Abalos Colles,235.82,288.35,76.82
Tinjar Valles,400.58,124.26,37.53
Orinda,9.02,126.98,45.36
Orson Welles,115.99,314.09,-0.19
Hyperborei Cavi,92.80,310.30,79.91
Tractus Catena,910.57,257.20,26.99
Ostrov,72.97,331.89,-26.54
Ottumwa,51.62,304.24,24.58
Hyperboreus Labyrinthus,111.97,300.24,80.28
Oudemans,124.15,268.22,-9.84
Pabo,9.18,336.91,-26.89
Hecates Tholus,181.57,150.24,32.11
Paks,6.90,317.95,-7.66
Palana,4.52,102.02,21.03
Olympia Undae,1507.96,178.48,81.16
Palos,54.81,110.89,-2.68
Paros,34.60,261.86,21.98
Coprates Catena,302.05,297.91,-15.00
Pasteur,116.14,24.61,19.30
Peixe,9.35,312.40,20.32
Hyperborea Lingula,124.8,306.46,80.31
Peridier,94.21,83.91,25.51
Perrotin,82.82,282.06,-2.82
Arsia Mons,470,239.90,-8.25
Peta,75.74,350.90,-21.25
Pettit,92.49,186.13,12.25
Avernus Colles,238.69,171.02,-1.73
Philadelphia,1.64,312.01,21.75
Phillips,185.45,315.10,-66.33
Aspledon Undae,215.20,309.65,73.05
Phon,10.02,102.78,15.52
Pica,2.40,306.76,19.81
Olympia Planum,804.38,188.81,82.18
Scandia Cavi,663.79,209.65,77.55
Pickering,115.19,227.38,-33.47
Piña,5.05,111.74,18.36
Scandia Colles,1521.68,220.87,65.46
Pinglo,15.89,323.24,-2.91
Piyi,11.62,106.62,-22.87
Scandia Tholi,398.26,201.28,73.91
W. Mareotis Tholus,13.19,272.04,35.55
Platte,3.42,113.17,16.03
Playfair,62.21,234.21,-77.91
Boreum Cavus,62.12,339.84,84.63
Plum,2.75,340.92,-26.06
Podor,25.07,316.86,-44.10
Terra Cimmeria,5855.87,147.74,-32.67
Pollack,96.34,25.25,-7.78
Polotsk,30.11,333.66,-19.88
Olympia Mensae,335.41,119.97,78.00
Pompeii,31.13,300.89,18.98
Poona,19.86,307.68,23.75
Tenuis Mensa,120.91,267.04,81.12
Porter,103.98,246.24,-50.36
Porth,9.51,104.21,21.19
Promethei Terra,3244.3,97.00,-64.37
Porvoo,9.85,319.18,-43.30
Poti,30.55,86.56,-36.31
Acheron Fossae,703.11,224.97,38.27
Poynting,69.69,247.24,8.42
Priestley,42.26,130.69,-54.12
Arcadia Dorsa,1952.65,222.43,55.89
Princeton,2.16,310.89,21.69
Proctor,172.55,29.72,-47.63
Mareotis Fossae,1907.94,283.87,44.34
Gordii Dorsum,481.56,215.85,4.10
Ptolemaeus,165.18,202.39,-45.87
Pulawy,51.84,283.38,-36.40
Cyane Fossae,913.17,238.82,31.25
Pylos,18.93,329.91,16.79
Púnsk,11.24,318.86,20.61
Erebus Montes,811.66,185.02,35.66
Qib?,4.07,103.08,17.12
Quenisset,136.66,40.67,34.26
Tantalus Fluctus,794.34,264.31,35.92
Quick,13.30,310.75,18.18
Quines,10.74,89.25,-41.85
Alba Fossae,2072.02,253.17,49.39
Pindus Mons,16.29,271.48,39.47
Quorn,6.32,326.38,-5.55
Rabe,106.94,34.90,-43.60
Alba Patera,65.97,250.82,39.52
Radau,109.95,355.29,16.95
Rakke,18.46,316.63,-4.56
Ascuris Planum,617.66,279.22,40.59
E. Mareotis Tholus,4.60,274.86,35.91
Rana,12.33,338.20,-25.59
Raub,6.94,135.11,42.38
Gonnus Mons,49.38,269.11,41.21
Issedon Tholus,54.53,265.17,36.05
Rauch,32.89,301.86,21.55
Rayadurg,21.37,102.43,-18.45
Ravius Valles,388.18,249.82,46.12
Redi,60.30,92.79,-60.32
Renaudot,63.74,62.67,42.04
Tanaica Montes,178.54,269.16,39.54
Rengo,13.69,316.37,-43.45
Reuyl,84.26,166.92,-9.63
Hellespontus Montes,711.46,42.75,-44.36
Revda,26.60,331.50,-24.27
Reykholt,52.17,273.85,40.48
Tantalus Fossae,2361.86,263.91,49.83
Reynolds,90.68,202.40,-74.98
Ribe,11.13,330.84,16.48
Tempe Colles,34.48,277.43,33.74
Amphitrites Patera,129.79,60.86,-58.69
Rimac,7.29,136.06,44.96
Rincon,13.35,316.99,-7.99
Tempe Fossae,2116.24,288.59,40.41
Ritchey,77.23,309.01,-28.42
Roddenberry,139.14,355.57,-49.37
Eumenides Dorsum,569.26,203.60,4.79
Romny,5.39,341.83,-25.39
Rong,8.91,314.65,22.45
Alba Mons,548.02,249.29,41.08
Acidalia Colles,356.30,336.91,50.33
Rongxar,21.63,304.56,26.33
Ross,82.50,252.16,-57.39
Elysium Rupes,140.49,148.03,25.24
Rossby,80.41,167.92,-47.52
Richardson,89,180.13,-72.47
Ruby,26.42,342.92,-25.23
Rudaux,107.18,50.95,38.03
Russell,135.07,12.43,-54.50
Fortuna Fossae,324.27,267.30,4.64
Rutherford,107.08,349.40,19.03
Ruza,22.25,307.28,-34.00
Cydonia Colles,362.78,347.77,39.07
Rynok,8.48,121.75,44.12
Rypin,18.17,319.10,-1.28
Abus Vallis,60.99,212.80,-5.49
Acheron Catena,421.77,259.20,37.47
Sabo,4.39,311.05,25.17
Sagan,90.25,329.39,10.72
Cydonia Labyrinthus,344.05,347.94,41.29
Salaga,28.03,308.89,-47.18
Sandila,13.31,329.64,-25.55
Cydonia Mensae,764.95,347.66,34.56
Idaeus Fossae,202.00,308.80,37.33
Sangar,30.33,335.66,-27.52
Santa Fe,20.29,312.05,19.28
Nilokeras Mensae,450.88,308.05,30.48
Santaca,15.84,87.37,-41.06
Sarn,11.36,305.28,-77.33
Ortygia Colles,255.61,350.69,53.90
Coloe Fossae,575.89,56.78,36.65
Sarno,20.28,305.84,-44.36
Satka,18.80,323.06,-42.67
Deuteronilus Colles,59.01,21.69,41.94
Runa Vallis,36,323.28,-28.34
Sauk,3.07,327.44,-44.66
Savich,179.05,96.12,-27.48
Hydaspis Chaos,336.04,333.07,3.08
Say,13.58,330.33,-28.06
Colles Nili,653.66,62.87,38.72
Nilosyrtis Mensae,676.02,68.47,34.77
Schaeberle,158.67,50.22,-24.37
Alpheus Colles,633.02,61.53,-39.37
Semeykin,73.51,8.74,41.51
Schiaparelli,458.52,16.77,-2.71
Schmidt,201.34,282.10,-72.06
Schroeter,291.59,55.99,-1.89
Schöner,198.96,50.69,19.93
Sebec,63.53,99.40,-39.50
Secchi,223.40,102.15,-57.83
Seminole,20.63,340.89,-24.18
Hydraotes Chaos,419.04,324.70,1.11
Sevi,3.19,103.02,18.89
Sfax,6.69,316.58,-7.66
Deuteronilus Mensae,919.16,23.91,45.10
Shambe,35.57,329.31,-20.58
Sharonov,99.91,301.46,26.99
Ismeniae Fossae,286.90,38.35,41.31
Oxia Chaos,24.11,320.13,0.22
Sian,4.05,311.99,19.96
Shatskiy,69.45,345.11,-32.35
Shawnee,16.71,328.48,22.48
Ismenius Cavus,90.61,17.07,33.89
Sibu,17.63,340.27,-23.02
Hesperia Dorsa,818.25,113.15,-22.80
Oxia Colles,595.23,333.72,21.23
Xanthe Dorsa,0,325.95,35.89
Sulci Gordii,400,234.27,19.02
Sigli,30.29,329.18,-20.31
Sinda,6.66,111.27,15.74
Protonilus Mensae,1033.97,48.86,43.86
Singa,13.13,342.66,-22.43
Sinop,14.72,110.62,-23.28
Adamas Labyrinthus,853,105.11,35.70
Sitka,16.88,320.77,-4.28
Sklodowska,109.72,357.04,33.51
Astapus Colles,597,88.08,35.45
Slipher,127.13,275.54,-47.34
Smith,74.32,257.26,-65.76
Sokol,22.18,319.32,-42.37
Solano,8.99,108.94,-26.73
Cydnus Rup?s,1550.81,112.20,52.53
Havel Vallis,240.18,302.54,0.76
Somerset,3.32,308.74,-9.73
Tharsis Tholus,149.30,269.30,13.25
Soochow,30.05,331.18,16.72
Souris,2.93,113.31,19.47
Tharsis Montes,2058.91,247.41,1.57
Biblis Tholus,168.6,235.61,2.52
South,101.84,21.90,-76.93
Spallanzani,71.69,86.37,-58.00
Libya Montes,1043.63,88.22,1.44
Spry,7.66,321.56,-3.69
Spur,8.09,307.73,22.01
Sr?pur,22.99,259.28,-30.74
Stege,76.44,300.49,3.75
Pyramus Fossae,298.18,66.31,50.39
Utopia Rup?s,2492.68,86.03,43.53
Steno,103.53,244.62,-67.75
Stobs,12.05,321.70,-4.95
Stokes,62.73,171.29,55.62
Ston,6.49,122.55,46.87
Tractus Fossae,403.05,258.71,25.89
Stoney,161.36,221.48,-69.60
Suata,23.89,106.66,-18.90
Locras Valles,351.31,48.26,8.84
Sucre,13.56,305.41,23.68
Suess,71.89,181.51,-66.88
Ulysses Fossae,849.94,236.93,9.94
Sulak,24.99,281.39,18.17
Sumgin,78.60,311.32,-36.53
Uranius Tholus,61.38,262.42,26.25
Surt,9.84,329.35,16.84
Suzhi,24.62,86.09,-27.40
Galaxias Chaos,234.48,146.51,33.82
Swanage,18.67,326.32,26.45
Sytinskaya,89.16,306.94,42.41
Galaxias Colles,610.33,147.48,36.80
S?f,9.40,321.77,16.34
Sögel,28.44,304.84,21.43
Galaxias Fluct?s,607.03,143.02,30.95
Galaxius Mons,22.22,142.31,34.76
Tábor,19.11,301.67,-35.49
Tabou,7.67,324.96,-45.10
Panchaia Rup?s,1113.4,129.83,64.37
Ascraeus Chasmata,105.19,254.37,8.76
Taejin,28.06,85.65,-35.20
Tak,5.20,331.34,-26.02
Ulysses Tholus,102.46,238.49,2.96
Tala,8.51,112.79,-20.33
Talsi,9.58,310.63,-41.52
Uranius Mons,265.17,267.84,26.89
Tame,13.80,252.01,-22.72
Turma,6.68,108.11,17.30
Tuscaloosa,59.66,28.73,-0.02
Tuskegee,62.87,323.91,-2.80
Elysium Mons,401,147.21,25.02
Labeatis Mensa,124.67,285.53,25.50
Tyndall,83.04,169.97,39.73
Oenotria Plana,61.25,76.63,-8.14
Aesacus Dorsum,276.68,153.14,36.81
Ganges Chasma,574.07,312.11,-7.95
Teviot Vallis,143.88,102.26,-43.36
Lipany,50.1,79.66,-0.21
Firsoff,90,350.62,2.73
Canala,12,279.92,24.35
Noord,7.8,348.73,-19.27
Resen,7.4,108.86,-27.93
Dogana,41.2,306.33,-10.01
Zarqa Valles,21.36,80.59,0.32
Arabia Terra,4851.74,5.71,21.24
Melas Chasma,563.52,287.46,-10.51
Abalos Undae,442.74,272.50,78.51
Chasma Boreale,459.88,312.35,82.54
Abalos Mensa,129.18,284.39,81.16
Rubicon Valles,308.20,242.48,44.40
Syrtis Major Planum,1214.86,67.10,9.20
Ius Chasma,839.90,275.61,-7.28
McMurdo,26.89,0.58,-84.38
Hyperboreae Undae,463.64,310.51,79.96
Candor Sulci,73.36,283.15,-4.91
Biblis Patera,53.64,236.18,2.35
Chryse Planitia,1542.44,319.69,28.43
Arena Colles,580.12,82.93,24.62
Louros Valles,516.13,278.22,-8.41
Alba Catena,144.86,245.42,35.04
Elysium Catena,48.50,149.72,17.68
Munda Vallis,9.13,213.82,-5.36
Nanedi Valles,550,311.38,5.04
Hesperia Planum,1601.73,109.89,-21.42
Subur Vallis,26.19,306.85,11.63
Ulyxis Rupes,383.08,160.01,-68.77
Vistula Valles,193,308.03,13.40
Olympia Cavi,342.78,182.22,85.05
Lycus Sulci,1350.61,215.52,28.14
Pavonis Fossae,156.08,248.71,4.14
Ascraeus Mensa,34.86,252.10,11.72
Ascraeus Mons,456.39,255.91,11.92
Ascraeus Sulci,138.69,251.24,12.06
Ceraunius Fossae,1166.63,249.85,27.00
Cyane Sulci,335.93,231.34,25.40
Ulysses Patera,57.86,238.57,2.94
Nili Fossae,727.90,76.69,22.01
Uranius Fossae,394.11,269.87,25.28
Uranius Patera,114,267.19,26.31
Nia Tholus,34.00,285.05,-6.58
Echus Chaos,480.51,285.28,10.78
Echus Fossae,421.03,283.25,2.61
Nili Patera,67.51,67.16,8.96
Echus Montes,397.06,282.04,7.81
Nilokeras Fossa,267,302.17,24.59
Ister Chaos,109.10,303.43,12.95
Labeatis Fossae,1496.36,275.47,24.57
Nilus Chaos,283,283.04,25.38
Nilus Mensae,206.83,287.77,22.20
Xanthe Montes,499.32,305.08,18.13
Chryse Colles,48.65,318.13,8.15
Sacra Dorsa,1416,293.91,11.21
Elysium Planitia,3000.79,154.73,2.97
Rahway Valles,346.19,173.58,8.46
Sacra Fossae,950,289.99,20.36
Sacra Sulci,1009.05,285.3,22.16
Tempe Mensa,55.39,288.40,27.93
Xanthe Terra,1867.65,311.94,1.59
Hyblaeus Dorsa,887.53,130.32,13.16
Memnonia Sulci,452.66,184.17,-7.16
Zephyrus Fossae,306.18,144.18,23.92
Aram Chaos,283.81,337.60,2.52
Amenthes Planum,0,105.92,3.40
Granicus Valles,777.77,129.97,30.57
Hephaestus Fossae,633.31,122.84,20.83
Nepenthes Mensae,2176.23,119.42,9.19
Artynia Catena,279.27,240.54,47.69
Amenthes Cavi,1330.5,114.52,16.23
Tyrrhenus Mons,269.76,105.88,-21.62
Candor Chaos,0,287.41,-6.93
Dorsa Brevia,650.99,63.18,-71.04
Hibes Montes,140,171.34,3.79
Amazonis Mensa,414.04,213.09,-1.97
Tinia Valles,17.83,211.11,-4.61
Hyblaeus Chasma,56.61,141.26,21.97
Medusae Fossae,278.52,195.80,-2.16
Asopus Vallis,40.81,210.38,-4.29
Orcus Patera,387.63,178.35,14.13
Tartarus Montes,1086.46,167.54,15.45
Cerberus Tholi,698,164.41,4.48
Hyblaeus Fossae,375,137.05,21.43
Medusae Sulci,191.52,200.29,-5.04
Protva Valles,259.71,299.42,-29.10
Daedalia Planum,1922.02,234.05,-18.34
Ganges Catena,81.26,291.21,-2.70
Noctis Fossae,712.72,261.15,-2.69
Candor Labes,134.93,284.00,-4.79
Noctis Labyrinthus,1190.31,258.81,-6.36
Styx Dorsum,90.66,151.85,30.81
Syria Planum,735.74,256.09,-12.08
Syria Mons,73.46,255.72,-13.88
Aurorae Planum,564.48,311.37,-10.41
Baetis Chasma,92.20,295.12,-4.28
Surinda Valles,80.06,324.88,-28.80
Aureum Chaos,351.02,333.03,-3.89
Thaumasia Planum,799.6,294.77,-21.65
Aromatum Chaos,72.79,317.03,-1.03
Baetis Mensa,181.10,287.54,-5.16
Candor Mensa,116.56,286.47,-6.26
Ganges Cavus,43.10,308.55,-10.09
Zephyria Mensae,333.60,171.98,-11.62
Capri Mensa,282.35,312.81,-13.73
Ceti Chasma,49.77,291.62,-5.02
Coprates Labes,61.97,292.20,-11.82
Tyrrhena Terra,2470.14,88.83,-11.89
Ultima Lingula,551.28,142.56,-76.32
Eos Chaos,497.84,313.47,-16.81
Felis Dorsa,244,294.1,-21.86
Ganges Mensa,135.90,311.24,-7.22
Melas Dorsa,486.81,287.90,-18.91
Sinai Dorsa,456.53,281.07,-12.77
Melas Fossae,568.18,288.47,-26.28
Geryon Montes,377.82,278.38,-7.72
Gigas Fossae,190,230.43,3.55
Hebes Chasma,316.74,283.94,-1.07
Ganges Chaos,113.73,313.95,-9.76
Melas Labes,107.23,288.29,-8.53
Hebes Mensa,112.45,283.22,-1.01
Hydrae Chasma,55.17,297.99,-6.75
Ius Labes,61.18,281.53,-7.47
Tithoniae Fossae,838,276.96,-4.31
Tithonium Chasma,802.77,275.71,-4.60
Valles Marineris,3761.28,301.41,-14.00
Tyrrhena Dorsa,779.40,115.72,-24.19
Juventae Chasma,304.98,298.61,-3.36
Vichada Valles,438.31,88.13,-19.87
Juventae Dorsa,481.40,288.98,0.38
Nectaris Fossae,623.07,302.84,-23.08
Nia Fossae,379.55,288.22,-14.73
Ophir Cavus,36.71,304.95,-9.88
Baetis Chaos,66.66,299.60,-0.16
Ophir Chasma,314.71,287.64,-4.00
Ophir Labes,92.52,291.72,-11.01
Ophir Planum,642.23,302.17,-8.45
Anseris Mons,52.51,86.65,-29.80
Tagus Valles,144.58,114.53,-6.67
Sinai Planum,901.44,272.23,-13.72
Solis Dorsa,779.49,280.25,-22.87
Solis Planum,1811.23,270.33,-26.39
Margaritifer Terra,2733.22,335.07,-1.84
Arsinoes Chaos,200.08,332.08,-7.65
Iamuna Chaos,21.71,319.38,-0.28
Aurorae Chaos,713.91,325.18,-8.46
Capri Chasma,1471.56,317.93,-8.27
Apollinaris Tholus,32.39,175.75,-17.63
Eos Chasma,1305.69,320.82,-12.14
Eos Mensa,346.67,317.83,-11.00
Aeolis Mensae,785.08,140.63,-3.25
Apollinaris Sulci,188.63,177.46,-11.06
Gorgonum Chaos,150.70,189.09,-37.26
Icaria Planum,566.58,253.96,-43.27
Iani Chaos,450.50,342.95,-2.19
Cerberus Dorsa,623.05,105.29,-13.73
Margaritifer Chaos,383.67,338.29,-9.30
Avernus Dorsa,296.59,170.90,-6.03
Pyrrhae Chaos,162.35,331.60,-10.46
Columbia Valles,84.82,317.09,-9.43
Erythraeum Chaos,147.62,347.62,-21.84
Apollinaris Patera,89.60,174.18,-8.57
Brazos Valles,387.50,18.70,-6.07
Liris Valles,596.23,58.24,-10.49
Tisia Valles,384.04,46.71,-10.75
Peraea Cavus,56.23,95.42,-29.60
Icaria Fossae,2115.45,234.83,-48.08
Avernus Cavi,115,172.51,-3.71
Bosporos Planum,729.58,295.50,-33.87
Zephyria Tholus,35.94,172.92,-19.74
Aeolis Planum,852.80,144.76,-1.13
Oceanidum Mons,33.39,318.77,-54.92
Apollinaris Mons,275.39,174.79,-9.17
Atlantis Chaos,181.36,182.69,-34.27
Oltis Valles,169.29,338.35,-23.50
Chalce Montes,100,322.34,-53.72
Aonia Planum,563.45,281.32,-57.89
Peneus Patera,128.50,52.64,-57.81
Claritas Fossae,2030.64,255.76,-27.88
Coracis Fossae,748.95,279.13,-35.81
Thaumasia Fossae,996.18,268.95,-47.75
Argyre Cavi,72.32,319.87,-48.30
Argyre Planitia,892.93,316.69,-49.84
Malea Patera,241.60,51.58,-63.54
Nereidum Montes,1142.58,316.78,-37.57
Octantis Cavi,71.21,314.03,-52.57
Octantis Mons,19.08,317.14,-55.25
Ausonia Cavus,49.49,96.55,-31.92
Ausonia Mensa,102.51,97.72,-30.01
Axius Valles,435.94,70.72,-54.52
Hadriacus Mons,450,91.85,-31.29
Deva Vallis,53.65,203.13,-7.67
Drava Valles,159.03,165.98,-48.86
Roddy,85.82,320.61,-21.64
Luba,38.32,323.00,-18.25
Eridania Scopulus,1017.66,141.79,-52.61
Planum Chronium,576.37,139.49,-59.13
Centauri Montes,271,95.52,-38.67
Kalba,14.14,154.83,-5.88
Hellas Montes,159.64,97.60,-37.63
Hellas Planitia,2299.16,70.50,-42.43
Peraea Mons,14.94,86.11,-31.07
Argentea Planum,1370.64,298.33,-72.49
Parva Planum,1027.32,264.92,-73.66
Muara,3.82,340.68,24.32
